Quote,Author
"“First, by what means it is that a Plant, or any Part of it, comes to Grow, a Seed to put forth a Root and Trunk... How the Aliment by which a Plant is fed, is duly prepared in its several Parts ... How not only their Sizes, but also their Shapes are so exceedingly various ... Then to inquire, What should be the reason of their various Motions; that the Root should descend; that its descent should sometimes be perpendicular, sometimes more level: That the Trunk doth ascend, and that the ascent thereof, as to the space of Time wherein it is made, is of different measures... Further, what may be the Causes as of the Seasons of their Growth; so of the Periods of their Lives; some being Annual, others Biennial, others Perennial ... what manner the Seed is prepared, formed and fitted for Propagation.”",Nehemiah Grew
"“This queer crotchet [of Hamilton's] that algebra is the science of pure time has attracted many philosophers, and quite recently it has been exhumed and solemnly dissected by owlish metaphysicians seeking the philosopher's stone in the gall bladder of mathematics.”",eric temple bell
"“Illusion is whatever is fixed or definable, and reality is best understood as its negation…”",Northrop Frye
"“The most alarming moments of anatomy are not the bizarre, the unknown. They are the familiar.”",Christine Montross
"“I feel your body, your sick and scared body. And I feel how it must be different from how it was, and how it is different from mine.”",Christine Montross
“No man should marry until he has studied anatomy and dissected at least one woman.”,Honoré de Balzac
"“Every secret of the body was rendered up--bone risen through flesh, sacrilegious glimpses of an intestine or an optic nerve. From this new and intimate perspective, [Briony] learned a simple, obvious thing she had always known, and everyone knew: that a person is, among all else, a material thing, easily torn, not easily mended.”",Ian McEwan
"“Although I was an imaginative child, prone to nightmares, I had persuaded my parents to take me to Madame Tussauds waxworks in London, when I was six, because I had wanted to visit the Chamber of Horrors, expecting the movie-monster Chambers of Horrors I'd read about in my comics. I had wanted to thrill to waxworks of Dracula and Frankenstein's Monster and the Wolf-man. Instead I was walked through a seemingly endless sequence of dioramas of unremarkable, glum-looking men and women who had murdered people - usually lodgers and members of their own families - and who were then murdered in turn: by handing, by the electric chair, in gas chambers. Most of them were depicted with their victims in awkward social situations - seated about a dinner table, perhaps, as their poisoned family members expired. The plaques that explained who they were also told me that the majority of them had murdered their families and sold the bodies to anatomy. It was then that the word anatomy garnered its own edge of horror for me. I did not know what anatomy was. I knew only that anatomy made people kill their children.”",Neil Gaiman
"“As for your back rubs... Study an anatomy book, pal, because what you've been rubbing isn't my back.”",Susan Elizabeth Phillips
"“Very often conditions are recorded as observable ""under thy fingers"" [...] Among such observations it is important to notice that the pulsations of the human heart are observed.”",James Henry Breasted
"“I profess to learn and to teach anatomy not from books but from dissections, not from the tenets of Philosophers but from the fabric of Nature.”",William Harvey
"“[Davidson] Black procured cadavers for research, obtained from the Peking police department. These cadavers were mostly of people who had been executed for various crimes; the police regularly sent Black truckloads of the bodies of the executed convicts. Execution in China was by beheading, and thus the cadavers Black received lacked heads and had mutilated necks. After some time, he asked the police whether there was any possibility of getting better dead bodies for research - corpses that were intact. The next day, he received a shipment of convicts, all chained together, with a note from the police asking him to kill them in any way he chose.”",Amir D. Aczel
"“[...] we have in our treatise a series of fifty-seven examinations, almost exclusively of injuries of the human body forming a group of observations furnishing us with the earliest known nucleus of fact regarding the anatomy, physiology and pathology of the human body. Crude and elementary as they are, the method by which they were collected was scientific, and these observations, together with the diagnoses and the explanatory commentary in the ancient glosses, form the oldest body of science now extant.”",James Henry Breasted
“When the injured humerus is accompanied by a serious rupture of the overlying soft tissue the injury is regarded as fatal.”,James Henry Breasted
"“The history of the knowledge of the phenomena of life and of the organized world can be divided into two main periods. For a long time anatomy, and particularly the anatomy of the human body, was the a and ? of scientific knowledge. Further progress only became possible with the discovery of the microscope. A long time had yet to pass until through",Paul Ehrlich
