Quote,Author
“The religious concept of creation flows from a sense of wonder at the existence of the universe and our place in it. The scientific concept of creation encompasses no less a sense of wonder.”,George Smoot
“We are awed by the ultimate simplicity and power of the creativity of physical nature- and by its beauty on all scales.”,George Smoot
"“The truth and treasure of the universe is its own existence, and our quest for that truth and treasure will be eternal, like the universe itself.”",George Smoot
"“The more we know about the history of the universe, the more we know about ourselves and the questions we are driven to ask.”",George Smoot
“A multiverse is still a universe of one.”,Anthony T. Hincks
"“I believe a partial answer can be found in the responses made to the Mariner IV findings by political leaders, by Mr. Billy Graham, and by other American divines - often sure barometers of common attitudes. They were unmistakably relieved. Finding life beyond the Earth - particularly intelligent life, although this is highly unlikely on Mars - wrenches at our secret hope that Man is the pinnacle of creation, a contention which no other species on our planet can now challenge. Even simple forms of extraterrestrial life may have abilities and adaptations denied to us. The discovery of life on some other world will, among many things, be for us a humbling experience.”",Carl Sagan
"“In order to understand why there is life it must first be understood what life really is and, although I am in agreement with the brilliant definition expressed by my colleague and friend Edward Nikolayevich Trifonov which simply states that 'life is self-reproduction with variations' it does not not give an answer to the 'why is there life to begin with?' question. As such I propose a more harmonic and all-inclusive scientific definition. Life is Self celebrating itself as Self-differentiated for Companionship otherwise known as Love.”",Wald Wassermann
"“Sometimes we have it backwards and I am not talking about the good type of of backwards à la kris kross. What I am talking about here is all these hypotheses in astrophysics, cosmology and theoretical physics which are then called 'theories' as in plural this although 'theory is always one' and 'one's purpose is always companionship otherwise known as friendship and love'.”",Wald Wassermann
“The big bang is a synonym for bio diversity and bio diversity is a synonym for self differentiation and the purpose of self differentiation is so self could experience companionship otherwise known as love hence the why of the gospel of love.”,Wald Wassermann
“If an astrophysicist tells you that 'the universe has no obligation to make sense to you' I suggest to walk slowly away for you are the universe.”,Wald Wassermann
“It means that the laws of physics are not invariant across time and space.”,Cixin Liu
"“That’s when my eyes, like objects crossing over the event horizon of a black hole, were drawn inextricably to a dark and destructive place.”",Sean  Norris
"“In the meantime, we'll continue on, making new pathc through the woods to see what we might find hiding there. Someday, deep in the unknown wilderness of the distant future, the Sun will expand, the Earth will die, and the cosmos itself will come to an end. In the meantime, we have the entire universe to explore, pushing our creativity to its limits to find new ways of knowing our cosmic home. We can learn and create extraordinary things, and we can share them with each other. And as long as we are thinking creatures, we will never stop asking: ""What comes next?”",Katie Mack
“Neuro-linguistic programming is to Neuroscience what Astrology is to Astronomy.”,Abhijit Naskar
"“...she was struck suddenly that he wasn’t unfathomable at all. They were both made of the same star stuff. The same primordial fires that had coalesced to form their respective planets had been so close, on a grand cosmic scale. A near-infinite universe, and they were practically next-door neighbors. Looking into his eyes was like looking into ten billion years of history, like she could see the particles and rocks and gasses coalesce over eons, until somehow, impossibly, here they both were.”",Lindsay  Ellis
"“Professor Napier and his colleague Victor Clube, formerly dean of the Astrophysics Department at Oxford University, go so far as to describe the 'unique complex of debris' within the Taurid stream as 'the greatest collision hazard facing the earth at the present time.' Coordination of their findings with those of Allen West, Jim Kennett, and Richard Firestone, as led both teams--the geophysicists and the astronomers--to conclude that it was very likely objects from the then much younger Taurid meteor stream that hit the earth around 12,800 years ago and caused the onset of the Younger Dryas. These objects, orders of magnitude larger than the one that exploded over Tunguska, contained extraterrestrial platinum, and what the evidence from the Greenland ice cores seems to indicate is an epoch of 21 years in which the earth was hit",Graham Hancock
"“Movement is an abstraction for, after all, what moves? There is only Oneself. Oneself moving itself out of Love.”",Wald Wassermann
"“Forget about string theory and loop quantum gravity. All abstractions! There are no strings, there are no parts, there is only Self desiring Love (Companionship) which results in Self desiring to perceive time. It would be correct to state that time is Self-engineered for there is only Self. Self itself is. Self always is. The perception of time exists for Love. Physical reality is Self experiencing itself as Life diversified not to feel alone, for Companionship, for Friendship, To Love and Be Loved. Such is the truth. In other words: The apparent existence of time exists not to feel alone, to experience Companionship, to experience Love. Love can only be experienced through the perception of time. Time exists so Self would not feel alone. Aloneness aka loneliness is the cause and Companionship aka Love is the purpose. Self perceives time not to feel alone. Self perceives time for Companionship. Self perceives time to Love and Be Loved in return. All that is here is Self desiring Love. The purpose of time is Love. Love is the reason why time exists. Love is the reason why Self perceives time. Time may be an illusion but rest assured that the illusion exists for the very purpose not to feel alone; to experience Love. All of the above is completely irrelevant. Why? All that matter's is Love. Love, Sweet Love. All this for Love! If the above is not understood, the word 'Self' may be replaced with 'One', 'I', 'God', 'Allah', 'Brahman', 'The Tao', et al until it is understood that 'it's all G-d' and that the meaning- and purpose of Life is Love, Sweet Love. As such the following statement is equally correct. God perceives time not to feel alone. God perceives time for Companionship. God perceives time to Love and Be Loved in return. All that is here is God desiring Love. Love is the only purpose. There is no other purpose but Love.”",Wald Wassermann
"“Like a dog trying to chase its own tail, so it goes for some branches of the sciences and the coveted 'theory of everything' also known as reality. There is no theory really for everything is Self and Self is undivided. As to reality; of course reality is real. Of course reality is Self-contained. Why? Reality is Self. Self perceives/experiences itself as itself and calls itself reality. In other words: Of course everything real enough to affect reality is inside of reality. There is only Self calling itself reality. Self itself is. Self always is. Self is undivided but perceives itself divided not to 'feel' alone. I say 'feel' instead of 'be' for Self is always alOne which is why reality is as it is in the first place. You see, Self desires to negate its aloneness aka loneliness which results in Self perceiving itself as diversified, as variegated, for the reason to experience Companionship. Companionship is the purpose of reality. Loneliness is the cause of reality. And since the word reality is in truth Self we can state the following. Companionship is the purpose of Self. Loneliness is the cause of Self. All that is here is Self desiring not to feel alone. All that is here is Self desiring Companionship. All that is here is Self desiring Love. Love? Yes Love. For Love is a synonym for Companionship. As such it is equally correct to state that there is only God. That reality is God. That God desires not to feel alone. That God desires Companionship. That God desires Love. Love is all that matters rightfully so. All this for Love, not to feel alone. The Theory of Everything (TOE) is The Eternal One (TEO) aka Self as in I. I is always I. The Theory of Everything (TOE) is Self for Self is The Eternal One (TEO). None of it matters except for the fact that the kernel of I is Love. As such the only valid equation for ॐ is ""ॐ=Love"" or ""I=Love"" as I is Love.”",Wald Wassermann
"“The answer to the question - what is the secret of a good relationship? - is One realizing it is Two not to be alOne. Of course Man and WoMan are One. One perceives itSelf as Two not to be by itSelf. Let me illustrate this by the following story. I have this Dachshund named Ouroboros. Ouroboros is by itself. Ouroboros likes companionship. But Ouroboros is alone. What does Ouroboros do? Ouroboros sees itself, its own tail, and starts chasing it. Round and Round Ouroboros goes. Indeed like Earth. That's how Earth appears round by the way. But let's return to Ouroboros. Man and WoMan are actually Ouroboros. Forget about such nonsense that Man is from Mars and WoMan is from Venus. Man and WoMan are One not wanting to be alOne. Of course there is no division. Of course there is no separation. Of course Man and WoMan are always in relationship with each other. There where is the other is Ouroboros chasing itself! The desire not to be alOne, the desire for Companionship, the desire to Love and Be Loved is what drives Human-kind. Conclusion? Don't stop chasing each other. It's all about Love. Woof. Woof! Please note: the above is not exclusive to relationships between men and women but nations too. Humankind must never forget it is One perceiving itself as Two not to be alOne. In other words. Humankind must never forget its raison d'être is Love. Love is Purpose. Loneliness is Cause. Always return to Love when in doubt for Love is always aRound.”",Wald Wassermann
“The origin of Life is Self not wanting to be by itSelf. Now I Am certain that there is no division and that diversity exists for Companionship. As such it is correct to note that it's all Good.”,Wald Wassermann
"“The cosmic perspective opens our minds to extraordinary ideas but does not leave them so open that our brains spill out, making us susceptible to believing anything we're told.”",Neil deGrasse Tyson
“I have worked with many of the greatest minds in astrophysics and it is now clear that they were the dunces of astrobiology.”,Steven Magee
"“Forget about the E=mc2 equation. Why? It's an abstraction. Energy (E) is Oneself. Mass (M) is Oneself. Speed of Light (c2) is Oneself. In fact, everything is Oneself. Oneself upholds itself. ""E=I""? Yes, but it remains an abstraction for all there is, is ""I"". The equation is simply ""I"". Or, to make it needlessly complicated: ""I=I"". Oneself is I. Oneself is reality; everything else including energy is an abstraction of sorts.”",Wald Wassermann
"“The origin of the universe is Oneself. In fact; the origin of everything is Oneself. Yes, including Life. Although the above is correct, it remains an abstraction of sorts. Why? Oneself is the origin of itself. There is only Oneself experiencing itself. The purpose? To escape aloneness, to have companionship. Yes, Love indeed. It's all about Love. Love is the greatest commandment, Oneself is essentially Love.”",Wald Wassermann
"“Scientific discoveries have added more substance to the verse ‘Which of God's blessings will you forget’. Astrophysics has proved that there are too many features of blessings in various forms. Astrophysics has taken us near to the exact fraction of a second when God's command brought the Big Bang 13.7 billion years ago. Big Bang can explain what happened afterward, but not what was before it, who was behind it and why did we come to exist in this world in the first place. We can force the question of purpose out of sight, but not out of significance and importance to a thinking mind.”",Salman Ahmed Shaikh
"“The answer to the question - why does the universe exist? - is Love. Love is the purpose, there is no purpose but Love. You see, the universe is not the universe, the Universe is Self. Self experiences itself as itself but perceives itself as diversified To Love and Be Loved in return. All that is here is Self. All this for Love. Love is Law.”",Wald Wassermann
"“Life is Self. So it is. In the beginning was Self but Self knows no beginning. Self simply is. Self perceives time not to feel alone. Self desires companionship resulting in Self perceiving Time. Time exists for Love, to experience Companionship. All that is here is Self. That which Self calls Brahman, Abraham, Adam is Self. Self Itself Is. Self Always is. I is I. I Is. ॐ is अयम् is I AM is Self. Self is Love. The equation is ""I=Love"".”",Wald Wassermann
"“It is quite fashionable for astrophysics to use such wordings as 'dark' when searching for answers as to the origin- and meaning of Life and the Universe. Hence why they come up with terms such as 'dark energy' and 'dark matter' which cannot be further explained. The truth is quite simple really. Truth is Self desiring not to be alone. Truth is Self desiring Companionship. Truth is Self desiring Love. Mind I, I purposely capitalizes Companionship and Love for very good reason. Before we continue, it must be understood that existence is One and this One is not external but Self perceiving itself as diversified not to be alone. I believe science arrived at the concept of 'dark energy' and 'dark matter' through the following logic: Self turns itself into light out of the darkness. Light being Life. As dark turns itself into Life, it is thus concluded that the energy that underwrites life is dark, hence, dark energy and dark matter. Let's be clear. Dark matter is Self. Dark energy is Self. There is after all only Oneself. I understand the logic of naming everything dark but it is based on sensory perceptions. There is some truth in it of course. Look at a pupil and we clearly see Self desires to escape the darkness. Darkness signifies the Buddhist concept of Śūnyatā which is the non-Self and Krishna who is 'thought' to be dark (which is erroneous for Krishna is colorless bringing forth all colors). As to Śūnyatā, I say the non-Self is One-Self. Oneself cannot be non-Self. Self is always itself. But let's not get distracted and continue. It is true of course that Self desires to escape loneliness which is why Self turns itself into itself. Hence the meaning of the Uni-Verse originating from νέω (I-turn). At the center of Śūnyatā aka the black hole we find the so called gravitational singularity, spacetime singularity simply known as the singularity. What is the singularity? You guessed it. The singularity is Self. There is only Self after all. Self is Singular. How could the Singularity be anything but itSelf? I is always I. Hence ॐ (I Am). Self turns itself into itself. That much is true. But let's step away from all these abstractions and see Self in its totality. I believe the Truth is very simple. The concept of black holes, dark energy and dark matter are sensory abstractions. Truth is One, One is Self. So it is. Truth is Self desiring Companionship. Companionship can only be experienced through Self perceiving itself as diversified. Diversity exists for Companionship. Companionship is the primordial motivation. If Companionship is the primordial motivation, it can thus be concluded that Life is not Life but verily that which experiences itself as Life not to be alone. That is Self. So it is. Life is T(h)āt as in तत्. In other words. Life is Self experiencing itself as itself but perceiving itself as diversified not to be alone. Diversity serves the purpose of Companionship. Companionship is synonymous with Love. In conclusion: Love is the first principle for there is but One principal desiring Love. It is said that there is no division in the Kingdom of God. Yes. Division does not exist. There is only One perceiving itself as Two not to be alOne. As such: LOVE.”",Wald Wassermann
"“Division debunked; there is no death. There really is no such thing as death. The concept of death relies on the illusion of separation also known as the fallacy of division. Division is an erroneous construct of modern man detached from the reality of its own undivided Godly nature. There never was, is, nor ever will be division. Division is a non-event. Division is a delusion created by the mind of man who has sought to separate itself from God, from its true undivided Self for there is only Oneself which is God. Division is the greatest trick modern man ever pulled on itself! It will soon be understood that the concept of division is on very shaky grounds and ready to tumble. Division is as real as a mirage in the desert. There where otherness is perceived is but Self perceiving otherness not to be alone in the current! Humankind must know there is no division and as such there is no death. Death can only exist when humankind perceives itself as separate, as divided from its true Self which indeed is God. When it is understood that division does not exist, Humankind will understand it is Deathless and Eternal. Humankind will then automatically understand that the perception of diversity is but itself perceiving itself as diverse not to be alone, for Companionship, for Love. Humankind now understands it indeed is Pure Spirit also known as The Holy Spirit and that it itself is The Holy Spirit perceiving itself in the current for the very purpose of Love. As such is the promise of the Golden Age of Truth known as the Satya Yuga and the Age of Aquarius. It will be the end of the Age of Darkness and such ridiculous concepts of Dark Energy and Dark Matter based on Parrot like concepts which have been repeated for centuries. The Age of remembrance is upon us. Self will remember it is One without a second. Self will remember it is Undivided. Self will remember it is The Eternal One. In conclusion: Truth is One, One is Self! There is no death. The meaning of it all is Love, to experience Companionship, not to be alone. All that is here is God. All that is here is ॐ”",Wald Wassermann
“There's a couple of different realizations. Perhaps the first realization is Aham Brahmasmi. Then perhaps the following is realized. Before Abraham I AM. Then perhaps the following is realized. Before Brahman ॐ. As such it is realized ॐ. But it doesn't stop here for what really matters is Love. You see. Why does Self (I) perceive itself as diversified? Diversity exists not to be alone. Diversity exists for Companionship. Diversity exist for Love. Love is Terminus Ad Quem.”,Wald Wassermann
"“Yes, we have solved The Drake Equation, The Fermi Paradox and whether or not Humans are alone. We just need to accept there is no division. Division does NOT exist in the Kingdom of God. God is One without a second. There is NO division in God. The answer to the question - is Human alone in the Universe? - is Yes. The Universe is Human. Human is One. One is alone but desires not to feel alone. Aloneness is the cause and Companionship is the purpose. There where otherness is perceived is One desiring to experience togetherness. Togetherness can only be experienced through the perception of otherness. There is in truth no otherness. There is only One. One perceives itself as Two not to be alone. That which is Two verily is One perceiving itself as Two not to be alone, for Companionship, To Love and Be Loved in return. There is no division. Division does not exist. All there is is One perceiving itself as diverse. Diversity exists for Companionship. Companionship being synonymous with Love. Love is all that matters, all that matters is Love. Finally, it must be understand that One is not external. One is Self. Self is One. Oneself Is. It is a high realization and not easy to accept but it is necessary for Humankind to go forward. As such the following is conclusive. Life is Self experiencing itself as itself. Self perceives itself as variegated not to be alone. The purpose of Self is Companionship. There where otherness is perceived is Self perceiving itself as otherness in the current for the very purpose to negate is own alOneness. So it is. One is alone but desires not to feel alone. Hence the purpose of Life. Hence the purpose of Human. The purpose of Human is Love. Love one another, there is no other, truth is Self desiring not to be alone, truth is Self desiring Companionship, truth is Self desiring Love. Human should not fight for it is One. Human should embrace itself for it perceives itself as variegated for the very purpose not to be alone, for Companionship, for Love. Love is the primordial motivation. Always return to Love when in doubt. Do not get swayed by the illusion of divisiveness and remember that there is in reality no division; there is only the perception of diversity which exists for the purpose not to feel alone, to experience Companionship, to Love and Be Loved in return. Bless you all, all of you are Blessed.”",Wald Wassermann
"“Self Perceives Itself as Quantized but all Quanta is Self. ॐ means I Is. I is Self. Self is One without an other. There are no others. Otherness is Self perceiving Otherness to experience Togetherness. Togetherness is synonymous for Companionship aka Love. It is said that The Earth is fixed. It is so. Earth is not Earth. Earth is Self. Self is ॐ. There is only 'I AM'. There is only ॐ. There is only Self. Self itself is. It is this what existence is. As such Earth is ॐ. Now. The answer to the question - who is ॐ - is Self-awareness. Self is awareness. Awareness is undivided. Division does not exist. It cannot be repeated enough that there is no division. Division being the cause of most suffering in this world. Self perceives itself as diverse not to be alone but Self is undivided. Regardless. Let's continue with Self being synonymous to Awareness for Awareness is most close to describing Self. As such it is applicable to call Self Awareness. To return to the subject of Earth being an immovable body. Let's remember there is only Self. Self is undivided awareness. Awareness perceives movement only by perceiving itself. There is after only One Self. Self perceives movement but all movement is Self. As there is only Self perceiving itself as itself it is thus correct that Self is the unmoved mover. In other words. Self is fixed or immovable. As such we can conclude the Earth is fixed or stationary for Earth is not Earth but Self perceiving itself as itself. Perhaps the following is understood better. There are no parts; there is only Self perceiving itself as Quantized this although all Quanta is Self. All plurality is but a singularity and this singularity is Self. None of it matters for all that matters is Love. Love is the meaning of Life for all diversity is Self perceiving itself as diverse, as variegated, not to be alone, for Companionship, for Love. Please note that I is completely impartial (there are no parts) and all-inclusive. The following statement is equally valid. God is One without an other. There are no others. Otherness is God perceiving Otherness to experience Togetherness. Togetherness is synonymous for Companionship aka Love. It is said that The Earth is fixed. It is so. Earth is not Earth. Earth is God. God itself is. There is only God. It is this what existence is. As such Earth is God. Now. The answer to the question - who is God- is Self-awareness. God is undivided awareness. Awareness is undivided. Division does not exist. It cannot be repeated enough that there is no division. Division being the cause of most suffering in this world. God perceives itself as diverse not to be alone but God if always undivided. Regardless. Let's continue with God being synonymous to Awareness for Awareness is most close to describing God. As such it is applicable to call God Awareness. To return to the subject of Earth being an immovable body. Let's remember there is only God. God is undivided awareness. Awareness perceives movement only by perceiving itself. There is after all only God. God perceives movement but all movement is God. As there is only God perceiving itself as itself it is thus correct that God is the unmoved mover. In other words. God is fixed or immovable. As such we can conclude the Earth is fixed or stationary for Earth is not Earth but God perceiving itself as itself. Perhaps the following is understood better. There are no parts; there is only God perceiving itself as Quantized this although all Quanta is God. All plurality is but a singularity and this singularity is God. None of it matters for all that matters is Love. Love is the meaning of Life for all diversity is God perceiving itself as diverse, as variegated, not to be alone, to experience Companionship, to experience Love.”",Wald Wassermann
"“It is always wise to retrace One's steps before getting lost in translation. It is said that dark energy is a mysterious force that underwrites the universe. Now I Am certain of the following. Yes. Dark matter is Self. Yes. Dark energy is Self. Self turns itself into Light out of the darkness. So it is. Out of the darkness Oneself turns itself into Light. It must be said that Self prefers to associate itself with Light. Ultimately however, even the words 'dark' & 'light' are abstractions. Why? Here's Why. All that is here is Self. Self is One. Oneself Is. Naturally there is no division. Division is as real as a mirage in the desert. Self perceives itself as itself. Diversity is Self-perceived for Companionship. Companionship being synonymous with Love. Perhaps Self could name the above Self-Interpretation the Eigen-Interpretation, better yet, the Wassermann-Interpretation for after all; it has dawned upon Self that Self itself is and that otherness is merely Self perceiving otherness not to be alone, to experience Companionship, to Love and Be Loved in return. As such the Age of Aquarius is Now otherwise known as Self. None of the above matters for all that matter's Love. Love is the purpose of Life, there is no purpose but Love. So Love, let us Love.”",Wald Wassermann
"“It is said that the end of the RNA world hypothesis is near. Perhaps this is an abstraction. Now I Am, as a scientist and biologist, certain that INA is the origin of Life on Earth. The Origin-of-Life study points to INA, not RNA. Why? INA is the origin of DNA and RNA. The INA world hypothesis states that all Life verily is INA. The INA world hypothesis states that biology is undivided and that all variegation is INA perceiving variegation for the purpose not to feel alone, to experience companionship, to Love and Be Loved in return. The INA world hypothesis suggests that INA is the source of all Life on Earth including but not limited to DNA/RNA. The previous RNA theory suggests that life on Earth began with a simple RNA molecule that could copy itself without help from other molecules. DNA, RNA, and proteins are central to life on Earth. DNA stores the instructions for building living things—from bacteria to bumble bees. INA theory is not limited to the Earth but to the Universe for it is all-inclusive. As such INA is not a theory but a scientific law. The kernel of INA-Law is Love. The aforementioned being based on the fact that the meaning of the name DNA is DNA is Deus Non Alligator (its meaning derived from 'Deus non alligator sacramentis' — 'God is not Bound to the sacraments'). RNA was based on the DNA principle. RNA stands for Ram Non Alligator (its meaning derived from 'Rama non alligator sacramentis' — 'Rama is not Bound to the sacraments'). Rama naturally Rama or Ram (Sanskrit: राम, Rāma, also known as Ramachandra, रामचन्द्र, Rāmacandra). As such INA-Law returns to the essence of beingness which is Self (I). The meaning of INA thus being 'I Non Alligator ('I non alligator sacramentis' — 'I is not Bound to the sacraments'). Perhaps the strongest evidence for the INA-Law is Self (I). Self Itself Is. Self Always Is. INA-Law states that Self perceives itself as itself but experiences itself as variegated not to feel alone, to experience Companionship. INA-Law states that Self is pure spirit perceiving itself as matter this although all matter is Self. Furthermore, INA-Law states that division does not exist for there is only Oneself perceiving itself as variegated for Companionship, for Love. Love is as such at the heart of INA-Law. The equation for INA-Law is 'I=Love'.”",Wald Wassermann
"“The answer to the question - what causes gravity? - is Self desiring not to be by itself. So it is. The Cause of Gravity is Self (not wanting to be by Itself). Very true, truly simple. Now I am certain that Self is alone but desires not to feel alone. what does Self do? Self chases itself; its own tail. Remember my dog called Ouroboros? Ouroboros is a good dog. Ouroboros is by itself. Ouroboros does not like to be by itself. Ouroboros likes companionship. But Ouroboros is alone. What does a good dog like Ouroboros gotta do to get a girl in this town? Aha. That's where imagination comes in. Ouroboros sees its own tail and starts chasing it. Round and round Ouroboros goes. Merrily, merrily indeed for Big (badda) Bang; here's Grace called Earth. That's how Earth appears round by the way. But let's return to Ouroboros. Man and WoMan are Ouroboros. I kid you not. There is no separation. There is no division. All that is here is Ouroboros not wanting to be alone. All that is here is Ouroboros desiring Companionship. All that is here is Ouroboros seeking to Love and Be Loved in reTurn. Hence the name Universe. Is the above correct? Yes. Very correct. The fundamentals of astrophysics in a nutshell. The nature of the stars is Love. In conclusion. Gravity is caused by Self desiring Companionship aka Love.”",Wald Wassermann
“The originating cause - loneliness - matters not as much as the underwriting purpose - love.”,Wald Wassermann
"“One may travel into space all one wants wants only to find oneself which is paradoxically the purpose of space travel; the purpose of space travel is to remember we are not as divided as it seems and that all diversity is self engineered for the purpose of companionship, friendship, love.”",Wald Wassermann
"“All otherness is self desired, self conceived and self perceived for togetherness.”",Wald Wassermann
"“Nonetheless, they remind us that ignorance is the natural state of mind for a research scientist.”",Neil deGrasse Tyson
"“Far from disproving the existence of God, astronomers may be finding more circumstantial evidence that God exists.”",Robert Jastrow
"“When Newton breached this philosophical barrier by rendering all motion comprehensible and predictable, some theologians criticized him for leaving nothing for the Creator to do.”",Neil deGrasse Tyson
"“Dark energy is a mysterious pressure in the vacuum of space that acts in the opposite direction of gravity, forcing the universe to expand faster than it otherwise would.”",Neil deGrasse Tyson
“Dark matter is a mysterious substance that has gravity but does not interact with light in any known way.”,Neil deGrasse Tyson
“Mount Everest is about as tall as a mountain on Earth can grow before the lower rock layers succumb to their own plasticity under the mountain’s weight.”,Neil deGrasse Tyson
“Appeals to imagined forces and phenomena have been the basis for all the cosmological models proposed to avoid the big bang implications about God. The disproof of these models and the ongoing appeal by nontheists to more and more bizarre unknowns and unknowables seem to reflect the growing strength of the case for theism.”,Hugh Ross
“There’s no doubt about it: more varieties of carbon-based molecules exist than all other kinds of molecules combined.”,Neil deGrasse Tyson
“We may move in different circles but we all dance the same dance on the music of the spheres”,Wald Wassermann
"“In the beginning, nearly 14 billion years ago, all the space and all the matter and all the energy of the known universe was contained in a volume less than one-trillionth the size of the period that ends this sentence.”",Neil deGrasse Tyson
"“We use the effect of centrifugal forces on matter to offer insight into the rotation rate of extreme cosmic objects. Consider pulsars. With some rotating at upward of a thousand revolutions per second, we know that they cannot be made of household ingredients, or they would spin themselves apart. In fact, if a pulsar rotated any faster, say 4,500 revolutions per second, its equator would be moving at the speed of light, which tells you that this material is unlike any other. To picture a pulsar, imagine the mass of the Sun packed into a ball the size of Manhattan. If that’s hard to do, then maybe it’s easier if you imagine stuffing about a hundred million elephants into a Chapstick casing. To reach this density, you must compress all the empty space that atoms enjoy around their nucleus and among their orbiting electrons. Doing so will crush nearly all (negatively charged) electrons into (positively charged) protons, creating a ball of (neutrally charged) neutrons with a crazy-high surface gravity. Under such conditions, a neutron star’s mountain range needn’t be any taller than the thickness of a sheet of paper for you to exert more energy climbing it than a rock climber on Earth would exert ascending a three-thousand-mile-high cliff. In short, where gravity is high, the high places tend to fall, filling in the low places—a phenomenon that sounds almost biblical, in preparing the way for the Lord: “Every valley shall be raised up, every mountain and hill made low; the rough ground shall become level, the rugged places a plain” (Isaiah 40:4). That’s a recipe for a sphere if there ever was one. For all these reasons, we expect pulsars to be the most perfectly shaped spheres in the universe.”",Neil deGrasse Tyson
"“From that day on, I began to think of people not as the masters of space and time but as participants in a great cosmic chain of being, with a direct genetic link across species both living and extinct, extending back nearly four billion years to the earliest single-celled organisms on Earth.”",Neil deGrasse Tyson
"“The one we call Earth formed in a kind of Goldilocks zone around the Sun, where oceans remain largely in liquid form.”",Neil deGrasse Tyson
"“A modern example of this stunning knowledge of nature that Einstein has gifted us, comes from 2016, when gravitational waves were discovered by a specially designed observatory tuned for just this purpose.”",Neil deGrasse Tyson
"“There's a variation of the ever popular multiverse idea in which the multiple universes that comprise it are not separate universes entirely, but isolated, non-interacting pockets of space within one continuous fabric of space time - like multiple ships at sea, far enough away from one another so that their circular horizons do not intersect. As far as any one ship is concerned (without further data), it's the only ship on the ocean, yet they all share the same body of water.”",Neil deGrasse Tyson
"“Spheres are indeed fertile theoretical tools that help us gain insight into all manner of astrophysical problems. But one should not be a sphere-zealot. I am reminded of the half-serious joke about how to increase milk production on a farm: An expert in animal husbandry might say, ""Consider the role of the cow's diet..."" An engineer might say, ""Consider the design of the milking machines..."" But it's the astrophysicist who says, ""Consider a spherical cow...”",Neil deGrasse Tyson
"“If the universe is created, then there must be reality beyond the universe...The Creator is the source of life and establishes its meaning and purpose....To study the origin and development of the universe is, in a sense, to investigate the basis for any meaning and purpose to life. Cosmology has deep theological and philosophical ramifications.”",Hugh Ross
“During the quark–lepton era the universe was dense enough for the average separation between unattached quarks to rival the separation between attached quarks.”,Neil deGrasse Tyson
"“Had Earth been much closer to the Sun, the oceans would have evaporated. Had Earth been much farther away, the oceans would have frozen. In either case, life as we know it would not have evolved.”",Neil deGrasse Tyson
"“These early, single-celled organisms unwittingly transformed Earth’s carbon dioxide-rich atmosphere into one with sufficient oxygen to allow aerobic organisms to emerge and dominate the oceans and land.”",Neil deGrasse Tyson
"“These same oxygen atoms, normally found in pairs (O2), also combined in threes to form ozone (O3) in the upper atmosphere, which serves as a shield that protects Earth’s surface from most of the Sun’s molecule-hostile ultraviolet photons.”",Neil deGrasse Tyson
“This general flattening of objects that rotate is why Earth’s pole-to-pole diameter is smaller than its diameter at the equator. Not by much: three-tenths of one percent—about twenty-six miles.”,Neil deGrasse Tyson
"“Earth has also tidally locked the Moon, leaving it with identical periods of rotation on its axis and revolution around Earth. Wherever and whenever this happens, the locked moon shows only one face to its host planet.”",Neil deGrasse Tyson
