Quote,Author
"“If you're going to kick authority in the teeth, you might as well use two feet.”",Keith Richards
"“In politics, stupidity is not a handicap.”",Napoleon Bonaparte
“The heaviest penalty for declining to rule is to be ruled by someone inferior to yourself.”,Plato
"“I can see how it might be possible for a man to look down upon the earth and be an atheist, but I cannot conceive how a man could look up into the heavens and say there is no God.”",Abraham Lincoln
“The oppressed are allowed once every few years to decide which particular representatives of the oppressing class are to represent and repress them.”,Karl Marx
"“Of all tyrannies, a tyranny sincerely exercised for the good of its victims may be the most oppressive. It would be better to live under robber barons than under omnipotent moral busybodies. The robber baron's cruelty may sometimes sleep, his cupidity may at some point be satiated; but those who torment us for our own good will torment us without end for they do so with the approval of their own conscience.”",C. S. Lewis
"“If you want to rebel, rebel from inside the system.That's much more powerful than rebelling outside the system.”",Marie Lu
“Supreme excellence consists of breaking the enemy's resistance without fighting.”,Sun Tzu
"“If by a ""Liberal"" they mean someone who looks ahead and not behind, someone who welcomes new ideas without rigid reactions, someone who cares about the welfare of the people-their health, their housing, their schools, their jobs, their civil rights and their civil liberties-someone who believes we can break through the stalemate and suspicions that grip us in our policies abroad, if that is what they mean by a ""Liberal"", then I'm proud to say I'm a ""Liberal.”",John F. Kennedy
"“Every gun that is made, every warship launched, every rocket fired signifies in the final sense, a theft from those who hunger and are not fed, those who are cold and are not clothed. This world in arms is not spending money alone. It is spending the sweat of its laborers, the genius of its scientists, the hopes of its children. This is not a way of life at all in any true sense. Under the clouds of war, it is humanity hanging on a cross of iron.”",Dwight D. Eisenhower
“Too bad that all the people who know how to run the country are busy driving taxicabs and cutting hair.”,George Burns
"“The greatest and most powerful revolutions often start very quietly, hidden in the shadows. Remember that.”",Richelle Mead
"“If you are bored and disgusted by politics and don't bother to vote, you are in effect voting for the entrenched Establishments of the two major parties, who please rest assured are not dumb, and who are keenly aware that it is in their interests to keep you disgusted and bored and cynical and to give you every possible reason to stay at home doing one-hitters and watching MTV on primary day. By all means stay home if you want, but don't bullshit yourself that you're not voting. In reality, there is",David Foster Wallace
"“In science it often happens that scientists say, 'You know that's a really good argument; my position is mistaken,' and then they would actually change their minds and you never hear that old view from them again. They really do it. It doesn't happen as often as it should, because scientists are human and change is sometimes painful. But it happens every day. I cannot recall the last time something like that happened in politics or religion.”",Carl Sagan
"“If we, citizens, do not support our artists, then we sacrifice our imagination on the altar of crude reality and we end up believing in nothing and having worthless dreams.”",Yann Martel
“Government exists to protect us from each other. Where government has gone beyond its limits is in deciding to protect us from ourselves.”,Ronald Reagan
“The rights of every man are diminished when the rights of one man are threatened.”,John F. Kennedy
“The only difference between,Kurt Vonnegut
"“Remember, remember always, that all of us, and you and I especially, are descended from immigrants and revolutionists.”",Franklin D. Roosevelt
“One of the penalties of refusing to participate in politics is that you end up being governed by your inferiors.”,Plato
"“I will tell you what I will do and what I will not do. I will not serve that in which I no longer believe, whether it calls itself my home, my fatherland, or my church: and I will try to express myself in some mode of life or art as freely as I can and as wholly as I can, using for my defense the only arms I allow myself to use -- silence, exile, and cunning.”",James Joyce
“A change is brought about because ordinary people do extraordinary things.”,Barack Obama
"“I sincerely believe that banking establishments are more dangerous than standing armies, and that the principle of spending money to be paid by posterity, under the name of funding, is but swindling futurity on a large scale.”",Thomas Jefferson
“Anyone who is capable of getting themselves made President should on no account be allowed to do the job.”,Douglas Adams
"“As democracy is perfected, the office of president represents, more and more closely, the inner soul of the people. On some great and glorious day the plain folks of the land will reach their heart's desire at last and the White House will be adorned by a downright moron.”",H.L. Mencken
"“For if you suffer your people to be ill-educated, and their manners to be corrupted from their infancy, and then punish them for those crimes to which their first education disposed them, what else is to be concluded from this, but that you first make thieves and then punish them.”",Sir Thomas More
"“People are always shouting they want to create a better future. It's not true. The future is an apathetic void of no interest to anyone. The past is full of life, eager to irritate us, provoke and insult us, tempt us to destroy or repaint it. The only reason people want to be masters of the future is to change the past.”",Milan Kundera
"“You show me a capitalist, and I'll show you a bloodsucker”",Malcom X
“A nation of sheep will beget a government of wolves.”,Edward R. Murrow
"“If you don't want a man unhappy politically, don't give him two sides to a question to worry him; give him one. Better yet, give him none. Let him forget there is such a thing as war. If the government is inefficient, top-heavy, and tax-mad, better it be all those than that people worry over it. Peace, Montag. Give the people contests they win by remembering the words to more popular songs or the names of state capitals or how much corn Iowa grew last year. Cram them full of noncombustible data, chock them so damned full of 'facts' they feel stuffed, but absolutely 'brilliant' with information. Then they'll feel they're thinking, they'll get a",Ray Bradbury
“Ask not what your country can do for you; ask what you can do for your country.”,John F. Kennedy
“Freedom in capitalist society always remains about the same as it was in ancient Greek republics: Freedom for slave owners.”,Vladimir Lenin
"“Our great democracies still tend to think that a stupid man is more likely to be honest than a clever man, and our politicians take advantage of this prejudice by pretending to be even more stupid than nature made them.”",Bertrand Russell
“It is not enough to win a war; it is more important to organize the peace.”,Aristotle
"“An appeaser is one who feeds a crocodile, hoping it will eat him last.”",Winston S. Churchill
"“Patriotism is, fundamentally, a conviction that a particular country is the best in the world because you were born in it....”",George Bernard Shaw
"“Absolute power does not corrupt absolutely, absolute power attracts the corruptible.”",Frank Herbert
“We in America do not have government by the majority. We have government by the majority who participate.”,Thomas Jefferson
"“Here is your country. Cherish these natural wonders, cherish the natural resources, cherish the history and romance as a sacred heritage, for your children and your children's children. Do not let selfish men or greedy interests skin your country of its beauty, its riches or its romance.”",Theodore Roosevelt
“He knows nothing; and he thinks he knows everything. That points clearly to a political career.”,George Bernard Shaw
“In this country American means white. Everybody else has to hyphenate.”,Toni Morrison
"“Now, there's one thing you might have noticed I don't complain about: politicians. Everybody complains about politicians. Everybody says they suck. Well, where do people think these politicians come from? They don't fall out of the sky. They don't pass through a membrane from another reality. They come from American parents and American families, American homes, American schools, American churches, American businesses and American universities, and they are elected by American citizens. This is the best we can do folks. This is what we have to offer. It's what our system produces: Garbage in, garbage out. If you have selfish, ignorant citizens, you're going to get selfish, ignorant leaders. Term limits ain't going to do any good; you're just going to end up with a brand new bunch of selfish, ignorant Americans. So, maybe, maybe, maybe, it's not the politicians who suck. Maybe something else sucks around here... like, the public. Yeah, the public sucks. There's a nice campaign slogan for somebody: 'The Public Sucks. F*ck Hope.”",George Carlin
“Just because you do not take an interest in politics doesn't mean politics won't take an interest in you. ”,Pericles
“I would rather be exposed to the inconveniences attending too much liberty than to those attending too small a degree of it.”,Thomas Jefferson
"“When religion and politics travel in the same cart, the riders believe nothing can stand in their way. Their movements become headlong - faster and faster and faster. They put aside all thoughts of obstacles and forget the precipice does not show itself to the man in a blind rush until it's too late.”",Frank Herbert
"“For the powerful, crimes are those that others commit.”",Noam Chomsky
“Half of the American people have never read a newspaper. Half never voted for President. One hopes it is the same half.”,Gore Vidal
"“If our Founding Fathers wanted us to care about the rest of the world, they wouldn't have declared their independence from it.”",Stephen Colbert
"“I'm worried that students will take their obedient place in society and look to become successful cogs in the wheel - let the wheel spin them around as it wants without taking a look at what they're doing. I'm concerned that students not become passive acceptors of the official doctrine that's handed down to them from the White House, the media, textbooks, teachers and preachers.”",Howard Zinn
“You have to remember one thing about the will of the people: it wasn't that long ago that we were swept away by the Macarena.”,Jon Stewart
"“The worst illiterate is the political illiterate, he doesn’t hear, doesn’t speak, nor participates in the political events. He doesn’t know the cost of life, the price of the bean, of the fish, of the flour, of the rent, of the shoes and of the medicine, all depends on political decisions. The political illiterate is so stupid that he is proud and swells his chest saying that he hates politics. The imbecile doesn’t know that, from his political ignorance is born the prostitute, the abandoned child, and the worst thieves of all, the bad politician, corrupted and flunky of the national and multinational companies.”",Bertolt Brecht
“To summarize the summary of the summary: people are a problem.”,Douglas Adams
“Knowledge makes a man unfit to be a slave.”,Frederick Douglass
“The end may justify the means as long as there is something that justifies the end.”,Leon Trotsky
"“The Revolution introduced me to art, and in turn, art introduced me to the Revolution!”",Albert Einstein
“There ain't no such thing as a free lunch.”,Pierre Dos Utt
"“Since mankind's dawn, a handful of oppressors have accepted the responsibility over our lives that we should have accepted for ourselves. By doing so, they took our power. By doing nothing, we gave it away. We've seen where their way leads, through camps and wars, towards the slaughterhouse.”",Alan Moore
“I have never voted in my life... I have always known and understood that the idiots are in a majority so it's certain they will win.”,Louis-Ferdinand Céline
"“In the beginning of a change the patriot is a scarce man, and brave, and hated and scorned. When his cause succeeds, the timid join him, for then it costs nothing to be a patriot.”",Mark Twain
"“The science of government it is my duty to study, more than all other sciences; the arts of legislation and administration and negotiation ought to take the place of, indeed exclude, in a manner, all other arts. I must study politics and war, that our sons may have liberty to study mathematics and philosophy. Our sons ought to study mathematics and philosophy, geography, natural history and naval architecture, navigation, commerce and agriculture in order to give their children a right to study painting, poetry, music, architecture, statuary, tapestry and porcelain.”",John Adams
“Each thinking mind is a political mind.”,Zaman Ali
"“As government expands, liberty contracts.”",Ronald Reagan
"“In politics we presume that everyone who knows how to get votes knows how to administer a city or a state. When we are ill... we do not ask for the handsomest physician, or the most eloquent one.”",Plato
“How can you govern a country which has 246 varieties of cheese?”,Charles de Gaulle
“Society is like a stew. If you don't stir it up every once in a while then a layer of scum floats to the top.”,Edward Abbey
"“Civilized men are more discourteous than savages because they know they can be impolite without having their skulls split, as a general thing.”",Robert E. Howard
"“I no longer feel allegiance to these monsters called human beings, despise being one myself. I think that Peeta was onto something about us destroying one another and letting some decent species take over. Because something is significantly wrong with a creature that sacrifices its children’s lives to settle its differences. You can spin it any way you like. Snow thought the Hunger Games were an efficient means of control. Coin thought the parachutes would expedite the war. But in the end, who does it benefit? No one. The truth is, it benefits no one to live in a world where these things happen.”",Suzanne Collins
"“It was miraculous. It was almost no trick at all, he saw, to turn vice into virtue and slander into truth, impotence into abstinence, arrogance into humility, plunder into philanthropy, thievery into honor, blasphemy into wisdom, brutality into patriotism, and sadism into justice. Anybody could do it; it required no brains at all. It merely required no character.”",Joseph Heller
"“How does one hate a country, or love one? Tibe talks about it; I lack the trick of it. I know people, I know towns, farms, hills and rivers and rocks, I know how the sun at sunset in autumn falls on the side of a certain plowland in the hills; but what is the sense of giving a boundary to all that, of giving it a name and ceasing to love where the name ceases to apply? What is love of one's country; is it hate of one's uncountry? Then it's not a good thing. Is it simply self-love? That's a good thing, but one mustn't make a virtue of it, or a profession... Insofar as I love life, I love the hills of the Domain of Estre, but that sort of love does not have a boundary-line of hate. And beyond that, I am ignorant, I hope.”",Ursula K. Le Guin
"“I have left orders to be awakened at any time during national emergency, even if I'm in a cabinet meeting.”",Ronald Reagan
"“I'm glad mushrooms are against the law, because I took them one time, and you know what happened to me? I laid in a field of green grass for four hours going, ""My God! I love everything."" Yeah, now if that isn't a hazard to our country … how are we gonna justify arms dealing when we realize that we're all one?”",Bill Hicks
"“For we each of us deserve everything, every luxury that was ever piled in the tombs of the dead kings, and we each of us deserve nothing, not a mouthful of bread in hunger. Have we not eaten while another starved? Will you punish us for that? Will you reward us for the virtue of starving while others ate? No man earns punishment, no man earns reward. Free your mind of the idea of deserving, the idea of earning, and you will begin to be able to think.”",Ursula K. Le Guin
"“A primary object should be the education of our youth in the science of government. In a republic, what species of knowledge can be equally important? And what duty more pressing than communicating it to those who are to be the future guardians of the liberties of the country?”",George Washington
"“That's the whole point of good propaganda. You want to create a slogan that nobody's going to be against, and everybody's going to be for. Nobody knows what it means, because it doesn't mean anything.”",Noam Chomsky
“If you can,George Orwell
"“Tradition means giving votes to the most obscure of all classes, our ancestors. It is the democracy of the dead. Tradition refuses to submit to the small and arrogant oligarchy of those who merely happen to be walking about.”",G.K. Chesterton
"“How do you tell a Communist? Well, it’s someone who reads Marx and Lenin. And how do you tell an anti-Communist? It’s someone who understands Marx and Lenin.”",Ronald Reagan
"“Politicians and diapers must be changed often, and for the same reason.”",Mark Twain (Author)
"“To speak a language is to take on a world, a culture.”",Frantz Fanon
"“That is what I have always understood to be the essence of anarchism: the conviction that the burden of proof has to be placed on authority, and that it should be dismantled if that burden cannot be met.”",Noam Chomsky
“One thing is clear: The Founding Fathers never intended a nation where citizens would pay nearly half of everything they earn to the government.”,Ron Paul
"“No matter how corrupt, greedy, and heartless our government, our corporations, our media, and our religious & charitable institutions may become, the music will still be wonderful.”",kurt vonnegut
"“Our masters have not heard the people's voice for generations and it is much, much louder than they care to remember.”",Alan Moore
"“When we are shown scenes of starving children in Africa, with a call for us to do something to help them, the underlying ideological message is something like: ""Don't think, don't politicize, forget about the true causes of their poverty, just act, contribute money, so that you will not have to think!”",Slavoj Zizek
"“The only way we'll get freedom for ourselves is to identify ourselves with every oppressed people in the world. We are blood brothers to the people of Brazil, Venezuela, Haiti, Cuba -- yes Cuba too.”",Malcolm X
"“In the present case it is a little inaccurate to say I hate everything. I am strongly in favor of common sense, common honesty and common decency. This makes me forever ineligible to any public office of trust or profit in the Republic. But I do not repine, for I am a subject of it only by force of arms.”",H.L. Mencken
“The first lesson a revolutionary must learn is that he is a doomed man.”,Huey P. Newton
"“I'm not the smartest fellow in the world, but I can sure pick smart colleagues.”",Franklin D. Roosevelt
"“You develop an instant global consciousness, a people orientation, an intense dissatisfaction with the state of the world, and a compulsion to do something about it. From out there on the moon, international politics look so petty. You want to grab a politician by the scruff of the neck and drag him a quarter of a million miles out and say, ‘Look at that, you son of a bitch.”",Edgar Mitchell
"“And, you know, politics aside, the success of Sarah Palin and women like her is good for all women - except, of course —those who will end up, you know, like, paying for their own rape ‘kit ‘n’ stuff, But for everybody else, it’s a win-win. Unless you’re a gay woman who wants to marry your partner of 20 years - whatever. But for most women, the success of conservative women is good for all of us. Unless you believe in evolution. You know - actually, I take it back. The whole thing’s a disaster.”",Tina Fey
"“When we blindly adopt a religion, a political system, a literary dogma, we become automatons.”",Anaïs Nin
“The single best thing about coming out of the closet is that nobody can insult you by telling you what you've just told them.”,Rachel Maddow
“Every immigrant who comes here should be required within five years to learn English or leave the country.”,Theodore Roosevelt
"“He showed the words “chocolate cake” to a group of Americans and recorded their word associations. “Guilt” was the top response. If that strikes you as unexceptional, consider the response of French eaters to the same prompt: “celebration.”",Michael Pollan
"“Civil government, so far as it is instituted for the security of property, is in reality instituted for the defense of the rich against the poor, or of those who have some property against those who have none at all.”",Adam Smith
“I have a problem with people who take the Constitution loosely and the Bible literally.”,Bill Maher
"“Despair is typical of those who do not understand the causes of evil, see no way out, and are incapable of struggle.”",Vladimir Lenin
"“I believe you find life such a problem because you think there are good people and bad people. You're wrong, of course. There are, always and only, the bad people,",Terry Pratchett
"“The greatest patriotism is to tell your country when it is behaving dishonorably, foolishly, viciously.”",Julian Barnes
"“A Nation should not be judged by how it treats its highest citizens, but it's lowest ones”",Nelson Mandela
“Politics and prostitution have to be the only jobs where inexperience is considered a virtue. In what other profession would you brag about not knowing stuff? “I’m not one of those fancy Harvard heart surgeons. I’m just an unlicensed plumber with a dream and I’d like to cut your chest open.” The crowd cheers.”,Tina Fey
"“Democracy is a pathetic belief in the collective wisdom of individual ignorance. No one in this world, so far as I know—and I have researched the records for years, and employed agents to help me—has ever lost money by underestimating the intelligence of the great masses of the plain people. Nor has anyone ever lost public office thereby.”",H.L. Mencken
"“I hold it that a little rebellion now and then is a good thing, and as necessary in the political world as storms in the physical. Unsuccesful rebellions indeed generally establish the incroachments on the rights of the people which have produced them. An observation of this truth should render honest republican governors so mild in their punishment of rebellions, as not to discourage them too much. It is a medecine necessary for the sound health of government.”",Thomas Jefferson
"“If you surround yourself with the good and righteous, they can only raise you up. If you surround yourself with the others, they will drag you down into the doldrums of mediocrity, and they will keep you there, but only as long as you permit it.”",Mark Glamack
"“I don't care a damn about men who are loyal to the people who pay them, to organizations...I don't think even my country means all that much. There are many countries in our blood, aren't there, but only one person. Would the world be in the mess it is if we were loyal to love and not to countries?”",Graham Greene
"“The Constitution is not an instrument for the government to restrain the people, it is an instrument for the people to restrain the government - lest it come to dominate our lives and interests.”",Patrick Henry
"“In politics as in philosophy, my tenets are few and simple. The leading one of which, and indeed that which embraces most others, is to be honest and just ourselves and to exact it from others, meddling as little as possible in their affairs where our own are not involved. If this maxim was generally adopted, wars would cease and our swords would soon be converted into reap hooks and our harvests be more peaceful, abundant, and happy.”",George Washington
"“[F]reedom isn't free. It shouldn't be a bragging point that ""Oh, I don't get involved in politics,"" as if that makes you somehow cleaner. No, that makes you derelict of duty in a republic. Liars and panderers in government would have a much harder time of it if so many people didn't insist on their right to remain ignorant and blindly agreeable.”",Bill Maher
“Extremes to the right and to the left of any political dispute are always wrong.”,Dwight D. Eisenhower
"“Go back to bed, America. Your government has figured out how it all transpired. Go back to bed, America. Your government is in control again. Here. Here's American Gladiators. Watch this, shut up. Go back to bed, America. Here is American Gladiators. Here is 56 channels of it! Watch these pituitary retards bang their fucking skulls together and congratulate you on living in the land of freedom. Here you go, America! You are free to do what we tell you! You are free to do what we tell you!”",Bill Hicks
"“As societies grow decadent, the language grows decadent, too. Words are used to disguise, not to illuminate, action: you liberate a city by destroying it. Words are to confuse, so that at election time people will solemnly vote against their own interests.”",Gore Vidal
“Half of the people lie with their lips; the other half with their tears”,Nassim Nicholas Taleb
"“These things will destroy the human race: politics without principle, progress without compassion, wealth without work, learning without silence, religion without fearlessness, and worship without awareness.”",Anthony de Mello
“Have you ever wondered why Republicans are so interested in encouraging people to volunteer in their communities? It’s because volunteers work for no pay. Republicans have been trying to get people to work for no pay for a long time. ”,George Carlin
"“I always cheer up immensely if an attack is particularly wounding because I think, well, if they attack one personally, it means they have not a single political argument left.”",Margaret Thatcher
“Everything we see in the world is the creative work of women.”,Mustafa Kemal Atatürk
“Those who love peace must learn to organize as effectively as those who love war.”,Martin Luther King Jr.
"“In the land of the blind, the one-eyed man is king.”",Desiderius Erasmus
“,Patrick Ness
