Quote,Author
"“A writer - and, I believe, generally all persons - must think that whatever happens to him or her is a resource. All things have been given to us for a purpose, and an artist must feel this more intensely. All that happens to us, including our humiliations, our misfortunes, our embarrassments, all is given to us as raw material, as clay, so that we may shape our art.”",Jorge Luis Borges
"“All art is a kind of confession, more or less oblique. All artists, if they are to survive, are forced, at last, to tell the whole story; to vomit the anguish up.”",James Baldwin
“Art should comfort the disturbed and disturb the comfortable.”,Banksy
“All art is quite useless.”,Oscar Wilde
“You use a glass mirror to see your face; you use works of art to see your soul.”,George Bernard Shaw
"“I don't paint dreams or nightmares, I paint my own reality.”",Frida Kahlo
“Don’t worry if people think you’re crazy. You are crazy. You have that kind of intoxicating insanity that lets other people dream outside of the lines and become who they’re destined to be.”,Jennifer Elisabeth
"“You don't take a photograph, you make it.”",Ansel Adams
"“There is a vitality, a life force, an energy, a quickening that is translated through you into action, and because there is only one of you in all of time, this expression is unique. And if you block it, it will never exist through any other medium and it will be lost. The world will not have it. It is not your business to determine how good it is nor how valuable nor how it compares with other expressions. It is your business to keep it yours clearly and directly, to keep the channel open. You do not even have to believe in yourself or your work. You have to keep yourself open and aware to the urges that motivate you. Keep the channel open. ... No artist is pleased. [There is] no satisfaction whatever at any time. There is only a queer divine dissatisfaction, a blessed unrest that keeps us marching and makes us more alive than the others”",Martha Graham
"“Deliver me from writers who say the way they live doesn't matter. I'm not sure a bad person can write a good book. If art doesn't make us better, then what on earth is it for.”",Alice Walker
“The urge to destroy is also a creative urge.”,Mikhail Bakunin
"“Art, like morality, consists of drawing the line somewhere.”",G.K. Chesterton
“Art never responds to the wish to make it democratic; it is not for everybody; it is only for those who are willing to undergo the effort needed to understand it.”,Flannery O'Connor
“Music produces a kind of pleasure which human nature cannot do without.”,Confucius
“The beautiful is always bizarre.”,Charles Baudelaire
"“We live in capitalism. Its power seems inescapable. So did the divine right of kings. Any human power can be resisted and changed by human beings. Resistance and change often begin in art, and very often in our art, the art of words.”",Ursula K. Le Guin
“There is no time for cut-and-dried monotony. There is time for work. And time for love. That leaves no other time.”,Coco Chanel
"“The most beautiful thing we can experience is the mysterious. It is the source of all true art and all science. He to whom this emotion is a stranger, who can no longer pause to wonder and stand rapt in awe, is as good as dead: his eyes are closed.”",Albert Einstein
"“Any form of art is a form of power; it has impact, it can affect change – it can not only move us, it makes us move.”",Ossie Davis
“Imagination governs the world.”,Napoleon Bonaparte
"“Life is a blank canvas, and you need to throw all the paint on it you can.”",Danny Kaye
"“No man has the right to dictate what other men should perceive, create or produce, but all should be encouraged to reveal themselves, their perceptions and emotions, and to build confidence in the creative spirit.”",Ansel Adams
“Art is what you can get away with.”,Andy Warhol
"“Tell me, tutor,' I said. 'Is revenge a science, or an art?”",Mark  Lawrence
"“What do you think an artist is? ...he is a political being, constantly aware of the heart breaking, passionate, or delightful things that happen in the world, shaping himself completely in their image. Painting is not done to decorate apartments. It is an instrument of war.”",Pablo Picasso
"“The art of art, the glory of expression and the sunshine of the light of letters, is simplicity.”",Walt Whitman
“life beats down and crushes the soul and art reminds you that you have one”,Stella Adler
"“When you're socially awkward, you're isolated more than usual, and when you're isolated more than usual, your creativity is less compromised by what has already been said and done. All your hope in life starts to depend on your craft, so you try to perfect it. One reason I stay isolated more than the average person is to keep my creativity as fierce as possible. Being the odd one out may have its temporary disadvantages, but more importantly, it has its permanent advantages.”",Criss Jami
"“Your first 10,000 photographs are your worst.”",Henri Cartier-Bresson
“Every human is an artist. The dream of your life is to make beautiful art.”,Don Miguel Ruiz
"“I believe in God, only I spell it Nature.”",Frank Lloyd Wright
"“Every morning when I wake up, I experience an exquisite joy —the joy of being Salvador Dalí— and I ask myself in rapture: What wonderful things is this Salvador Dalí going to accomplish today?”",Salvador Dalí
"“The first and most important thing an individual can do is to become an individual again, decontrol himself, train himself as to what is going on and win back as much independent ground for himself as possible”",William S. Burroughs
"“If you know the why, you can live any how.”",Friedrich Nietzsche
“The artist's job is not to succumb to despair but to find an antidote for the emptiness of existence.”,Woody Allen
“Art should comfort the disturbed and disturb the comfortable.”,Cesar A. Cruz
"“I have an idea that the only thing which makes it possible to regard this world we live in without disgust is the beauty which now and then men create out of the chaos. The pictures they paint, the music they compose, the books they write, and the lives they lead. Of all these the richest in beauty is the beautiful life. That is the perfect work of art.”",W. Somerset Maugham
"“Collect books, even if you don't plan on reading them right away. Nothing is more important than an unread library.”",John Waters
"“It is a cruel, ironical art, photography. The dragging of captured moments into the future; moments that should have been allowed to be evaporate into the past; should exist only in memories, glimpsed through the fog of events that came after. Photographs force us to see people before their future weighed them down....”",Kate Morton
“Music is an outburst of the soul.”,Frederick Delius
“We all know that Art is not truth. Art is a lie that makes us realize truth at least the truth that is given us to understand. The artist must know the manner whereby to convince others of the truthfulness of his lies.”,Pablo Picasso
“Interpretation is the revenge of the intellectual upon art. ”,Susan Sontag
"“All forms of madness, bizarre habits, awkwardness in society, general clumsiness, are justified in the person who creates good art.”",Roman Payne
“I want to be the best version of myself for anyone who is going to someday walk into my life and need someone to love them beyond reason.”,Jennifer Elisabeth
"“Love art in yourself, and not yourself in art.”",Constantin Stanislavski
“Graffiti is one of the few tools you have if you have almost nothing. And even if you don't come up with a picture to cure world poverty you can make someone smile while they're having a piss.”,Banksy
"“The artist is nothing without the gift, but the gift is nothing without work.”",Émile Zola
"“I believe entertainment can aspire to be art, and can become art, but if you set out to make art you're an idiot.”",steve martin
“The road to creativity passes so close to the madhouse and often detours or ends there.”,Ernest Becker
"“I make art, sometimes I make true art, and sometimes it fills the empty places in my life. Some of them. Not all.”",Neil Gaiman
“I don’t want life to imitate art. I want life to be art.”,Carrie Fisher
"“Everyone is born creative; everyone is given a box of crayons in kindergarten. Then when you hit puberty they take the crayons away and replace them with dry, uninspiring books on algebra, history, etc. Being suddenly hit years later with the 'creative bug' is just a wee voice telling you, 'I'd like my crayons back, please.”",Hugh MacLeod
"“Color is my daylong obsession, joy, and torment.”",Claude Monet
"“The world doesn't make sense, so why should I paint pictures that do?”",Pablo Picasso
“How many times have people used a pen or paintbrush because they couldn’t pull the trigger?”,Virginia Woolf
"“Self-consciousness is the enemy of all art, be it acting, writing, painting, or living itself, which is the greatest art of all.”",Ray Bradbury
"“A man's work is nothing but this slow trek to rediscover, through the detours of art, those two or three great and simple images in whose presence his heart first opened.”",Albert Camus
"“It is quite possible--overwhelmingly probable, one might guess--that we will always learn more about human life and personality from novels than from scientific psychology”",Noam Chomsky
"“Draw the art you want to see, start the business you want to run, play the music you want to hear, write the books you want to read, build the products you want to use – do the work you want to see done.”",Austin Kleon
"“Art is making something out of nothing, and selling it.”",Frank Zappa
"“The writer's curse is that even in solitude, no matter its duration, he never grows lonely or bored.”",Criss Jami
“It is hard work and great art to make life not so serious.”,John Irving
“A blank canvas...has unlimited possibilities.”,Stephanie Perkins
"“If it weren't for greed, intolerance, hate, passion and murder, you would have no works of art, no great buildings, no medical science, no Mozart, no Van Gogh, no Muppets and no Louis Armstrong.”",Jasper Fforde
"“Film as dream, film as music. No art passes our conscience in the way film does, and goes directly to our feelings, deep down into the dark rooms of our souls.”",Ingmar Bergman
"“The thing I hate the most about advertising is that it attracts all the bright, creative and ambitious young people, leaving us mainly with the slow and self-obsessed to become our artists.. Modern art is a disaster area. Never in the field of human history has so much been used by so many to say so little.”",Banksy
