Quote,Author
"“Некоторые критики ошибочно считают, что «Эгоистичный ген» проповедует эгоизм как нравственный принцип, которого мы должны придерживаться в жизни! Другие (возможно, потому, что они прочитали только заглавие книги или не пошли дальше первых двух страниц) полагают, что по моему мнению эгоизм и другие скверные черты характера составляют неотъемлемую часть человеческой природы, нравится нам это или нет. В эту ошибку легко впасть, если вы считаете, как, по-видимому, полагают непостижимым образом многие другие люди, что генетическая «детерминированность» дана нам навсегда, что она абсолютна и необратима. На самом же деле гены «детерминируют» поведение лишь в статистическом смысле (см. также с. 44–47). Хорошей аналогией этому служит широко распространенное мнение, что красный закат обещает ясную погоду на следующий день. Возможно, что по статистике красный закат действительно предвещает великолепную погоду назавтра, но никто не станет заключать об этом пари на крупную сумму. Мы прекрасно знаем, что на погоду действует множество факторов и притом очень сложными путями. Любое предсказание погоды подвержено ошибкам. Это всего лишь предсказание, опирающееся на статистику. Мы не считаем, что красные закаты бесспорно определяют хорошую погоду назавтра и точно так же мы не должны считать гены окончательными детерминантами чего бы то ни было. Нет никаких причин, чтобы влияние генов нельзя было повернуть в противоположную сторону с помощью других воздействий.”",Richard Dawkins
“Silicon-based life may be impossible for one other reason: silicon bonds readily dissolve in water.”,Steven Johnson
"“The Everglades was the only place on earth where alligators (broad snout, fresh water, darker skin) and crocodiles (pointy snout, salt water, toothy grin) lived side by side. It was the only home of the Everglades mink, Okeechobee gourd, and Big Cypress fox squirrel. It had carnivorous plants, amphibious birds, oysters that grew on trees, cacti that grew in water, lizards that changed colors, and fish that changed genders. It had 1,100 species of trees and plants, 350 birds, and 52 varieties of porcelain-smooth, candy-striped tree snails. It had bottlenose dolphins, marsh rabbits, ghost orchids, moray eels, bald eagles, and countless other species that didn't seem to belong on the same continent, much less in the same ecosystem.”",Michael Grunwald
"“Какова судьба древних репликаторов теперь, спустя 4x10^9 лет? Они не вымерли, ибо они — непревзойденные мастера в искусстве выживания. Но не надо искать их в океане, они давно перестали свободно и непринужденно парить в его водах. Теперь они собраны в огромные колонии и находятся в полной безопасности в гигантских неуклюжих роботах, отгороженные от внешнего мира, общаясь с ним извилистыми непрямыми путями и воздействуя на него с помощью дистанционного управления. Они присутствуют в вас и во мне; они создали нас, наши души и тела; и единственный смысл нашего существования — их сохранение. Они прошли длинный путь, эти репликаторы. Теперь они существуют под названием генов, а мы служим для них машинами выживания.”",Richard Dawkins
"“The attention given to the side of the head which has received the injury, in connection with a specific reference to the side of the body nervously affected, is in itself evidence that in this case the ancient surgeon was already beginning observations on the localization of functions in the brain.”",James Henry Breasted
“That enormously complex biological interactions are so flawlessly coordinated as to result in such obvious manifestations as human thought or the electrical activity that dries the heartbeat is as exciting to me -- actually more exciting -- than such phenomena were when I was a small boy and thought them divinely (in the supernatural sense) driven.”,Sherwin B. Nuland
"“Il nous faut partir d'une conception d'ensemble de l'organisme en tant qu'une entité fondamentale de la biologie, puis comprendre comment celui-ci se divise en parties qui respectent son ordre intrinsèque - pour donner un organisme harmonieusement intégré en dépit de sa complexité.”",Brian Goodwin
“Dire .. que l'homme est constitué de certains éléments chimiques est une description ne convenant qu'à ceux dont l'intention est de l'utiliser comme engrais.”,Edmund W. Sinnott
"“Teachers seeking to 'teach the controversy' over Darwinian evolution in today's climate will likely be met with false warnings that it is unconstitutional to say anything negative about Darwinian evolution. Students who attempt to raise questions about Darwinism, or who try to elicit from the teacher an honest answer about the status of intelligent design theory will trigger administrators' concerns about whether they stand in Constitutional jeopardy. A chilling effect on open inquiry is being felt in several states already, including Ohio. South Carolina, and Pennsylvania. [District Court] Judge Jones's message is clear: give Darwin only praise, or else face the wrath of the judiciary.”",David K. DeWolf
"“From year to year, and from age to age, we see [biologists] at work, adding no doubt much to the unknown, and advancing many important interests, but, at the same time, doing little for the establishment of comprehensive views of nature. Experiments in however narrow a walk, facts of whatever minuteness, make reputations in scientific societies; all beyond is regarded with suspicion and distrust.”",Robert Chambers
"“The ability to empathize also plays a role in relation to our own body. Our bodies are in essence foreign to ourselves. It responds to all kinds of stimuli -food, other people, all kinds of situations- and they do so autonomously, without our knowledge of volition. We can learn to feel our body throughout our lives, for example through certain movement-based arts or meditation, by attentively observing the effects of all kinds of factors (nutrition, exercise, etc) on our body, possibly by repeatedly putting our physical experiences into words during psychoanalytic therapy. Whoever listens to his body and learns to understand its language holds the key to health. The feeling with one's own body is more important than any medicine and also more important than any ""objective"" rational knowledge, of for instance, healthy food.”",Mattias Desmet
"“The essence of things is not rationally knowable, and reality cannot be reduced to mechanistic frameworks. When realizing this, we can finally start to look for the essence of life where it truly can be found: in that which always escapes rationalization and mechanization, in that which dissapears from a conversation when you digitalize it, in the difference between the mother's womb and an artificial plastic womb, in the difference between the heat of an electric heater and that of a wood-burning stove, and so on.”",Mattias Desmet
"“Andrei understood people were social animals who needed others to survive, but arguments that used biological outlines of life always creeped him out. He did not want to consider himself a thing that needed to gather in a group, or regard other evolutionary facts of his species, like needing to procreate or choosing a partner to make one feel safe. No. There were things he could choose between, like Earl Grey or jasmine green tea, children or no children, or having any friends at all.”",Karl Kristian Flores
“I do not adhere to the faulty notion of modern cell theory which holds that cells arise from pre-existing cells by division. Instead I hold that there is no such thing as cell-division but rather a continuous cell-veiling of sorts for the purpose of love.”,Wald Wassermann
"“When it comes to the subject of whether or not we are alone in the universe it must be understood that we are the all one but, since it is not good to be alone, we, the one, is diverse.”",Wald Wassermann
"“Are you for real? I was asked this question at a recent physics conference after my brief dissertation on the origin- and purpose of motion. The answer is simply this. We are all the same real. It is just that it isn't really good to be alone which is why we, the real, are here.”",Wald Wassermann
