Quote,Author
"“There is no thrill like the thrill of discovery; no life like the life of a mining camp in the days of its youth. Nevada had known them in full and overflowing measure. The salt of the sea in the blood of a sailor is but a weak and insipid condiment compared with the solution of cyanide, sage and silicate in the blood of the prospector.”",C.B. Glasscock
“Remember about mountains: what they are made of is not what made them.”,John McPhee
"“Father Nicholas Steno, is often identified as the father of geology.”",Thomas E. Woods Jr.
"“The worse the country, the more tortured it is by water and wind, the more broken and carved, the more it attracts fossil hunters, who depend on the planet to open itself to us. We can only scratch away at what natural forces have brought to the surface.”",Jack Horner
"“The mountains of Ararat are part of the larger mountain chain called the Alpide Belt or Alpine-Himalayan Belt. This range extends from Spain and North Africa, through the Alps and Middle Eastern ranges (like the mountains of Ararat), and through the Himalayas down the Malay Peninsula and Indonesia, almost reaching Australia. It makes sense that these Alpine mountain ranges were all formed about the same time during the Flood’s mountain-building, which coincides with the valley sinking phase (ocean basins going down).”",Ken Ham
"“When a planet is born from interstellar dust it has about twelve refractory minerals, those resistant to decomposition by heat, pressure, or chemical attack. By the time it is complete with asteroid accretion and finally volcanic activity, about 1,500 different minerals are present. The earth has at least 4,300 species of mineral. This high number is unique in the solar system, a function of biological processes such as photosynthesis that releases oxygen which chemically bonds with almost every element, creating new minerals.”",Craig Childs
“Mountains are geologic masterpieces.”,T.J. Burr
“Rivers are the veins that carry life-giving water across the landscape.”,T.J. Burr
"“If a drift is a rift, it's a shift.”",Martin Uzochukwu Ugwu
“Geology is not the study of stones. It is the study of time. Rocks are the ticking clocks that measure the age of Earth.”,Ian Lendler
“We take for granted the shape of our world and the position of the continents— the familiar geography that seems as eternal as the order of the planets. But this arrangement is temporary: it isn't how the planet has been and it isn't how it will be.”,Peter Brannen
"“The Rockies are therefore very young and should never be thought of as ancient. They are still in the process of building and eroding, and no one today can calculate what they will look like ten million years from now. They have the extravagant beauty of youth, the allure of adolescence, and they are mountains to be loved.”",James A. Michener
"“Cuvier, in his 'Theory of the Earth,' first published in 1812, based his conclusions on his unparalleled correlative research in stratigraphy, comparative anatomy, and palaeontology. At that time he wrote: 'Every part of the earth, every hemisphere, every continent, exhibits the same phenomenon. [...] There has, therefore, been a succession of variations in the economy of organic nature [...] the various catastrophes which have disturbed the strata [...] have given rise to numerous shiftings of this (continental) basin. [...] It is of much importance to mark, that these repeated irruptions and retreats of the sea have neither been slow nor gradual; on the contrary, most of the catastrophes which occasioned them have been sudden; and this is specially easy to be proved, with regard to the last of these catastrophes. [...] I agree, therefore, [...] in thinking, that if anything in geology be established, it is, that the surface of our globe has undergone a great and sudden revolution, the date of which [...] cannot be [...] much earlier than five or six thousand years ago [...] (also), one preceding revolution at least had put (the continents) under water [...] perhaps two or three irruptions of the sea.”",Chan Thomas
"“Altogether, according to John McPhee, [geological ages] number in the „tens of dozens.” Fortunately, unless you take up geology as a career, you are unlikely ever to hear any of them again.”",Bill Bryson
“Rocks are the ticking clock that measure the age of the Earth.”,Ian Lendler
"“The fascination of any search after truth lies not in the attainment, which at best is found to be very relative, but in the pursuit, where all the powers of the mind and character are brought into play and are absorbed by the task. One feels oneself in contact with something that is infinite and one finds joy that is beyond expression in sounding the abyss of science and the secrets of the infinite mind.”",Florence Bascom
"“Our disagreement rises with the timing of the formation of these rock layers! Where the evolutionists say the fossiliferous rock layers “were laid down slowly over millions of years without any major catastrophes,” the creationists say that “most of these rock layers were deposited by the Flood of Noah’s day.” So it is the same evidence based on the same observations, but we simply have two different interpretations of that evidence. Creationists start with God’s Word, which informs us of the global Flood (e.g., Genesis 7:19–201) that was a major catastrophe about 4,300 years ago”",Ken Ham
"“The online encyclopedia, Wikipedia, has entries that tend to change rather often and is biased toward the religion of secularism. Even so, they write: Typically a steep-walled, narrow gorge is inferred to represent slow persistent erosion. But because many of the geological formations of Canyon Lake Gorge are virtually indistinguishable from other formations which have been attributed to long term (slower) processes, the data collected from Canyon Lake Gorge lends further credence to the hypothesis that some of the most spectacular canyons on Earth may have been carved rapidly during ancient megaflood events.7 Notice that the religion of secular humanism still reigns supreme in this quote. The encyclopedia refuses to give the possibility of a global Flood (Noah’s Flood) being the triggering factor (as well as subsequent factors resulting from the Flood) for many of the great canyon’s formations. Instead they appeal to “megafloods.” But regardless, major floods and other catastrophes destroy the idea of millions of years and long ages.”",Ken Ham
"“The Flood was not merely a mass of water; but a collection of mud/sediment (earth) that was utilized to destroy the pre-Flood world for their sin. So we expect fossils and we even expect a general trend of order. Some of these factors include elevation, sorting power of water, and buoyancy. Obviously, things living at a lower level have a better chance of being buried and fossilized, hence why about 95 percent of fossil layers consist of marine organisms.”",Ken Ham
"“is possible to have more than one continent with a situation where waters are still in one place. Even so, some have proposed an initial supercontinent that looked like Pangaea going back to a creationist, Antonio Snider, in the 1800s.3 In this model, Pangaea breaks apart into the continents we have today during a catastrophic breakup during the Flood. Maps made in 1858 by geographer Antonio Snider, showing his version of how the American and African continents may have once fit together, then later separated.”",Ken Ham
"“About the breakup to what we have today, the text of Scripture gives us some clues. By the 150th day of the Flood, the mountains of Ararat existed (Genesis 7:24–8:48). These mountains (as well as the others in the Alpide stretch of mountain ranges that go from Europe to Asia) appear to have been built by the continental collisions of the Arabian, African, Indian, and Eurasian plates. Thus, continental movement for these mountains and plates may well have been largely stopped by the 150th day.9 This makes sense as the primary mechanisms for the Flood (springs of the great deep and windows of heaven) were stopped on the 150th day as well. Thus, it triggered the waters to now be in a recessional stage as the valleys go down (e.g., ocean basins etc.). This is subsequent to the mountains rising, which had already been occurring up to the 150th day (e.g., mountain ranges and continent extending above the waters) at this stage of the Flood (Psalm 104:6–910”",Ken Ham
"“Another milestone with geological implications is day 150. At this stage of the Flood we are told that the ark came to rest in the mountains of Ararat. This implies that modern mountain building, at least in what we now call the Middle East, had begun (see also Psalm 104:8–9).19 Furthermore, if our current understanding of mountain building is correct, for the mountains of Ararat to have been formed requires the Eurasian Plate, African Plate, and Arabian Plate to be colliding with one another (perhaps with some contribution from movement of the Indian Plate).”",Ken Ham
"“Two different geologists (who simply do not have a hand in this debate since they are secular), who were searching for oil deposits, have mapped the regions that include the mountains of Ararat and beyond extensively.10 What we find are layers intrinsic to the formation of the mountains of Ararat (Armenia and Anatolia regions) that include: 1. Permian 2. Lower-Middle Triassic 3. Middle Triassic-Middle Cretaceous 4. Paleocene-Lower Eocene 5. Lower Eocene 6. Middle Eocene 7. Middle-Upper Miocene For much of this, the Eocene and Miocene rock layers are inverted and pushing up the Cretaceous and Triassic rock layers. In other words, without the Eocene and Miocene rock layers, the mountains of Ararat cannot exist! What can we glean from this? It means that Miocene and Eocene rock layers existed by day 150 in the mountains of Ararat. These layers are tertiary sediments much higher than the K/T boundary. What we can know is that these Eocene and Miocene rock layers were formed prior to the post-Flood period.”",Ken Ham
"“The Hebrew phrase in Psalm 104:8a is the basis for the correct translation of mountains rising and valleys sinking. This shows that mountains and valleys during the Flood were not the same height as they are today. Even today mountains and valleys are changing their height; volcanic mountains, for instance, can grow very quickly, such as Surtsey (a new island) or Paricutin (a volcanic mountain in Mexico that formed in 1943).”",Ken Ham
"“If we take ocean basins and bring them up and take mountain ranges and continents and bring them down to a level position, there is enough water to cover the earth 1.6 miles deep (2.57 km deep), so there is plenty of water on the earth for a global Flood. Yet there was only the need for the highest underwater peak during the Flood to be covered by 15 cubits (22.5 feet or ~6.8 meters based on the small cubit to 25.5 feet or ~7.8 meters based on the long cubit) per Genesis 7:20.”",Ken Ham
"“Many of the other megalithic works at Machu Pic'chu show large gaps as in the two previous photos. The width of these gaps is very similar, and again suggest that a massive earthquake cataclysm, moving in a east-west direction, affected the site in the very distant past [...]. A geologist who inspected this with the author stated quite emphatically that such a drop would not have been the result of poor foundation work when the structure was made, but far more likely, again, the result of a catastrophic earthquake. She also stated that such an earthquake would have caused the rough stone and clay mortar buildings to be completely demolished. This, then, clearly indicates that the megalithic core of Machu Pic'chu, which comprises about 5-10 percent, is older than the Inca, and may in fact have been made prior to the cataclysmic event of about 12,000 years ago.”",Brien Foerster
"“The earth is a dynamic place [...] with multiple different processes of deposition and erosion under way at all times. You can make guesses based on style and weathering, but fragments of worked stone that have been in the open for an unknown period can't be dated by their archaeological context, because there is none. Carbon-dating organic materials in the sediment in which they were found won't work, either, because they were never entombed and preserved in sediment. And in fact no other objective and widely accepted method of dating can tell us how old they are. For these reasons archaeologists have to discount artifacts found on the surface when coming to any conclusions about the age of a site, even though the artifacts themselves may obviously be ancient.”",Graham Hancock
"“Kramer's recognition, with the geologists Lees and Falcon, that people could have settled in the fertile valley between the Tigris and Euphrates rivers much earlier than had previously been assumed has been entirely vindicated by subsequent discoveries of the traces of 'primitive agricultural villages' dating back more than 8000 years.”",Graham Hancock
"“Thomas Crowley and Gerald North, oceanographers at Texas A&M University, describe the melting of the great ice-sheets at the end of the last Ice Age as 'one of the most rapid and extreme examples of climate change recorded in the geologic record'.”",Graham Hancock
"“There is nothing like geology; the pleasure of the first day's partridge shooting or first day's hunting cannot be compared to finding a fine group of fossil bones, which tell their story of former times with almost a living tongue."" Charles Darwin, letter to his sister Catherine, 1834”",Charles Darwin
“I was so busy making maps I let them argue. I figured I’d show them a picture of where the rift valley was and where it pulled apart. There’s truth in the old cliché that a picture is worth a thousand words and that seeing is believing.”,Marie Tharp
"“I worked in the background for most of my career as a scientist, but I have absolutely no resentments. I thought I was lucky to have a job that was so interesting. Establishing the rift valley and the mid-ocean ridge that went all the way around the world for 40,000 miles—that was something important. You could only do that once. You can’t find anything bigger than that, at least on this planet.”",Marie Tharp
"“I think our maps contributed to a revolution in geological thinking, which is some ways compares to the Copernican revolution. Scientists and the general public got their first relatively realistic image of a vast part of the planet that they could never see. The maps received wide coverage and were widely circulated. They brought the theory of continental drift within the realm of rational speculation. You could see the worldwide mid-ocean ridge and you could see that it coincided with earthquakes. The borders of the plates took shape, leading rapidly to the more comprehensive theory of plate tectonics.”",Marie Tharp
"“Man himself is so buffeted by shifts of thought and mood, not knowing from one day to the next what he truly feels, that a shifting earth is well-nigh the last straw.”",Beryl Bainbridge
"“To cross the southern coast of England, west to east, is thus to travel forwards - and at breathtaking chronological speed - in a self-propelled time-machine. With every few hundred yards of eastward progress one passes through hundreds of thousands of years of geological time: a million years of history goes by with every couple of miles march.”",Simon Winchester
"“Everything dreams. The play of form, of being, is the dreaming of substance. Rocks have their dreams, and the earth changes....”",Ursula K. Le Guin
"“A thought that stayed with me was that I had entered a private place in the earth. I had seen exposed nearly its oldest part. I had lost my sense of urgency, rekindled a sense of what people were, clambering to gain access to high waterfalls and a sense of our endless struggle as a species to understand time and to estimate the consequences of our acts.”",Barry López
"“That's the thing about rocks--they don't break easily. When I held them, I wanted to be like them-strong and steady, weathered but not broken.”",Ellen Dreyer
"“I have always felt insignificant while thinking in-terms of Deep time, I have always dreaded the fact that however much we struggle, the monuments we build to keep us alive even after we are gone will be erased just in a snap of fingure or a blink of an eye and we will be no more.”",Allan Amanyire
"“I pace the shallow sea, walking the time between, reflecting on the type of fossil I’d like to be. I guess I’d like my bones to be replaced by some vivid chert, a red ulna or radius, or maybe preserved as the track of some lug-soled creature locked in the sandstone- how did it walk, what did it eat, and did it love sunshine?”",Ann Zwinger
"“Earth processes that seem trivially slow in human time can accomplish stunning work in geologic time. Let the Colorado River erode its bed by 1/100th of an inch each year (about the thickness of one of your fingernails.) Multiply it by six million years, and you’ve carved the Grand Canyon. Take the creeping pace of which the continents move (about two inches per year on average, or roughly as fast as your fingernails grow). Stretch that over thirty million years, and a continent will travel nearly 1,000 miles. Stretch that over a few billions years, and continents will have time to wander from the tropics to the poles and back, crunching together to assemble super-continents, break apart into new configurations- and do all of that again several times over. Deep time, it could be said, is Nature’s way of giving the Earth room for its history. The recognition of deep time might be geology’s paramount contribution to human knowledge.”",Keith Meldahl
“There are often evolutionary parallels on the different worlds because creation tends to be economical.”,Julian May
"“The strata of sedimentary rock are like the pages of a book, each with a record of contemporary life written on it. Unfortunately, the record is far from complete.”",Jeanette Winterson
"“They leave the insistent monotony of the interstate for more reasonable roads. While the former slices its path through entire states, peppering them with exit signs and mile markers, these lesser cousins of the grand highways keep their manners intact, clinging gently to the hemlines of all but the most obstinate geological points of interest. Charming and sometimes a bit frightening, their paths are as unpredictable and winding as a little boy's route home from school.”",Kimberly Morgan
"“The scientific world of the time was in the midst of a terrible ferment, with discoveries and realizations coming at an unseemly rate. To many in the ranks of the conservative and the devout, the new theories of geology and biology were delivering a series of hammer blows to mankind's self-regard. Geologists in particular seemed to have gone berserk, to have thrown off all sense of proper obeisance to their Maker... Mankind, it seemed, was now suddenly rather – dare one say it? – insignificant. He may not have been, as he had eternally supposed, specially created.”",Simon Winchester
"“Little by little, over more than two centuries, the local stories told by rocks in all parts of the world have been stitched together into a great global tapestry - the geologic timescale. This ""map"" of Deep Time represents one of the great intellectual achievements of humanity, arduously constructed by stratigraphers, paleontologists, geochemists, and geochronologists from many cultures and faiths. It is still a work in progress to which details are constantly being added and finer and finer calibrations being made.”",Marcia Bjornerud
"“To my surprise, I found that geology demanded a type of whole-brain thinking I hadn't encountered before. It creatively appropriated ideas from physics and chemistry for the investigation of unruly volcanoes and oceans and ice sheets, It applied scholarly habits one associates with the study of literature and the arts - the practice of close reading, sensitivity to allusion and analogy, capacity for spatial visualization - to the examination of rocks. Its particular form of inferential logic demanded mental versatility and a vigorous but disciplined imagination. And its explanatory power was vast; it was nothing less than the etymology of the world.”",Marcia Bjornerud
"“Colorado and Wyoming are America’s highest states, averaging 6,800 feet and 6,700 feet above sea level. Utah comes in third at 6,100 feet, New Mexico, Nevada, and Idaho each break 5,000 feet, and the rest of the field is hardly worth mentioning. At 3,400 feet, Montana is only half as high as Colorado, and Alaska, despite having the highest peaks, is even further down the list at 1,900 feet. Colorado has more fourteeners than all the other U.S. states combined, and more than all of Canada too. Colorado’s lowest point (3,315 feet along the Kansas border) is higher than the",Keith Meldahl
"“When I break a rock open with my pick, I'm a prophet. I see the past. I see the future. I know where the world is going, and where it's been. And I always, always want to know more.”",Christina Dodd
"“We can only predict the future ecological changes, by emergence of the past into the present.”",Lailah Gifty Akita
"“Sorgan tried his very best not to think about how long it must have taken for a stream that small to eat its way down through solid rock to form its current bed. Sorgan knew exactly what the word “hundred” meant, but when numbers wandered off toward “thousand”—or even “million”—and the people who used those terms were talking about years, Sorgan’s mind shied back in horror.”",David Eddings
"“As relates to life on Earth, the fine structure constant determines how solar radiation is absorbed in our atmosphere, and it also applies to how photosynthesis works in plants.”",Deepak Chopra & Menas C. Kafatos
"“Capitol Reed is filled with geology that takes shape, color, and dimension to a level beyond comprehension.”",Stefanie Payne
"“The most important evidence for the age of the maps [...] is to be found in those showing the Antarctic, especially in the maps of Mercator, Piri Re'is, and Oronteus Finaeus. All of these maps appear to show the continent at a time when there was a temperate climate there. Some geological evidence, in the form of three sedimentary cores from the bottom of the Ross Sea, has been presented to suggest that such a warm period may indeed have existed there down to about 6,000 years ago.”",Charles H. Hapgood
"“Sophisticated human beings were on hand to see this volcano's convulsions, they were able to investigate the event, and they were able to attempt to understand the processes that had caused such dreadful violence...their observations, painstaking and precise as science demanded, collided head-on with a most discomfiting reality: that while in 1883 the world was becoming ever more scientifically advanced, it was in part because of these same advances that its people found themselves in a strangely febrile and delicately balanced condition...”",Simon Winchester
"“We got a course in picknicking at the university,"" said Dr. Bourbon. ""It's called Geology, but it's really picknicking.”",Malcolm Bradbury
“The green-house gas emission caused by us is the main ingredient in the poisonous cocktail of global warming which will eventually destroy your children.”,Abhijit Naskar
“I emphasize that my job is not to challenge their personal beliefs but to teach the logic of geology (geo-logic?) - the methods and tools of the discipline that enables us not only to comprehend how the Earth works at present but also to document in detail its elaborate and awe-inspiring history.”,Marcia Bjornerud
"“The spherules [that could only have formed from the combustion of rock] also were found at 17 other sites across four continents, an estimated 10 million metric tons' worth, further supporting the idea that whatever changed Earth did so on a massive scale. It's unlikely that a wildfire or thunderstorm would leave a geological calling card that immense, covering about 50 million square kilometers. 'We know something came close enough to Earth and it was hot enough that it melted rock, that's what these carbon spherules are. In order to create this type of evidence that we see around the world, it was big,' Tankersley says, contrasting the effects of an event so massive with the 1883 volcanic explosion on Krakatoa in Indonesia. 'When Krakatoa blew its stack, Cincinnati had no summer. Imagine winter all year round. That's just one little volcano blowing its top.”",Brien Foerster
"“The evidence claimed for an impact event includes a charred carbon-rich layer of soil that has been found at some 50 Clovis dated sites across the continent. The layer contains unusual materials (Nano diamonds, metallic micro spherules, carbon spherules, magnetic spherules, iridium, charcoal, soot, and fullerenes enriched in helium-3) interpreted as evidence of an impact event, at the very bottom of the black mat of organic material that marks the beginning of the Younger Dryas. The idea that Earth-based volcanism, or other natural processes, or human activity being responsible has been ruled out.”",Brien Foerster
