Quote,Author
"“Does anything in nature despair except man? An animal with a foot caught in a trap does not seem to despair. It is too busy trying to survive. It is all closed in, to a kind of still, intense waiting. Is this a key? Keep busy with survival. Imitate the trees. Learn to lose in order to recover, and remember that nothing stays the same for long, not even pain, psychic pain. Sit it out. Let it all pass. Let it go.”",May Sarton
“Fire and water looked so lovely together. It was a pity they destroyed each other by nature.”,R.F. Kuang
“Her,Jane Austen
"“August rain: the best of the summer gone, and the new fall not yet born. The odd uneven time.”",Sylvia Plath
"“Of all the paths you take in life, make sure a few of them are dirt.”",John Muir
"“This grand show is eternal. It is always sunrise somewhere; the dew is never all dried at once; a shower is forever falling; vapor is ever rising. Eternal sunrise, eternal sunset, eternal dawn and gloaming, on sea and continents and islands, each in its turn, as the round earth rolls.”",John Muir
“Man is the most insane species. He worships an invisible God and destroys a visible Nature. Unaware that this Nature he’s destroying is this God he’s worshiping.”,Hubert Reeves
“I think having land and not ruining it is the most beautiful art that anybody could ever want.”,Andy Warhol
"“We have lived our lives by the assumption that what was good for us would be good for the world. We have been wrong. We must change our lives so that it will be possible to live by the contrary assumption, that what is good for the world will be good for us. And that requires that we make the effort to know the world and learn what is good for it.”",Wendell Berry
“Don't eat anything your great-grandmother wouldn't recognize as food.”,Michael Pollan
"“If you will stay close to nature, to its simplicity, to the small things hardly noticeable, those things can unexpectedly become great and immeasurable.”",Rainer Maria Rilke
"“We are now in the mountains and they are in us, kindling enthusiasm, making every nerve quiver, filling every pore and cell of us.”",John Muir
"“Sit down before fact as a little child, be prepared to give up every preconceived notion, follow humbly wherever and to whatever abysses nature leads, or you shall learn nothing. I have only begun to learn content and peace of mind since I have resolved at all risks to do this.”",Thomas Huxley
"“I was something that lay under the sun and felt it, like the pumpkins, and I did not want to be anything more. I was entirely happy. Perhaps we feel like that when we die and become a part of something entire, whether it is sun and air, or goodness and knowledge. At any rate, that is happiness; to be dissolved into something complete and great. When it comes to one, it comes as naturally as sleep.”",Willa Cather
"“I am pessimistic about the human race because it is too ingenious for its own good. Our approach to nature is to beat it into submission. We would stand a better chance of survival if we accommodated ourselves to this planet and viewed it appreciatively, instead of skeptically and dictatorially.”",E.B. White
“Art is the child of nature in whom we trace the features of the mothers face.”,Henry Wadsworth Longfellow
"“Something will have gone out of us as a people if we ever let the remaining wilderness be destroyed ... We simply need that wild country available to us, even if we never do more than drive to its edge and look in.”",Wallace Stegner
"“All this he saw, for one moment breathless and intense, vivid on the morning sky; and still, as he looked, he lived; and still, as he lived, he wondered.”",Kenneth Grahame
"“There are two spiritual dangers in not owning a farm. One is the danger of supposing that breakfast comes from the grocery, and the other that heat comes from the furnace.”",Aldo Leopold
“Nature does nothing uselessly.”,Aristotle
"“So, now I shall talk every night. To myself. To the moon. I shall walk, as I did tonight, jealous of my loneliness, in the blue-silver of the cold moon, shining brilliantly on the drifts of fresh-fallen snow, with the myriad sparkles. I talk to myself and look at the dark trees, blessedly neutral. So much easier than facing people, than having to look happy, invulnerable, clever. With masks down, I walk, talking to the moon, to the neutral impersonal force that does not hear, but merely accepts my being. And does not smite me down.”",Sylvia Plath
"“Philosophy [nature] is written in that great book which ever is before our eyes -- I mean the universe -- but we cannot understand it if we do not first learn the language and grasp the symbols in which it is written. The book is written in mathematical language, and the symbols are triangles, circles and other geometrical figures, without whose help it is impossible to comprehend a single word of it; without which one wanders in vain through a dark labyrinth.”",Galileo
“To find the universal elements enough; to find the air and the water exhilarating; to be refreshed by a morning walk or an evening saunter... to be thrilled by the stars at night; to be elated over a bird's nest or a wildflower in spring — these are some of the rewards of the simple life.”,John Burroughs
"“Every morning was a cheerful invitation to make my life of equal simplicity, and I may say innocence, with Nature herself.”",Henry David Thoreau
"“Wild roses are fairest, and nature a better gardener than art.”",Louisa May Alcott
"“And if these mountains had eyes, they would wake to find two strangers in their fences, standing in admiration as a breathing red pours its tinge upon earth's shore. These mountains, which have seen untold sunrises, long to thunder praise but stand reverent, silent so that man's weak praise should be given God's attention.”",Donald Miller
“Those who contemplate the beauty of the earth find reserves of strength that will endure as long as life lasts.”,Rachel Carson
“Going to the woods is going home.”,John Muir
"“For most of history, man has had to fight nature to survive; in this century he is beginning to realize that, in order to survive, he must protect it.”",Jacques-Yves Cousteau
"“Action on behalf of life transforms. Because the relationship between self and the world is reciprocal, it is not a question of first getting enlightened or saved and then acting. As we work to heal the earth, the earth heals us.”",Robin Wall Kimmerer
"“A man could be a lover and defender of the wilderness without ever in his lifetime leaving the boundaries of asphalt, powerlines, and right-angled surfaces. We need wilderness whether or not we ever set foot in it. We need a refuge even though we may never need to set foot in it. We need the possibility of escape as surely as we need hope; without it the life of the cities would drive all men into crime or drugs or psychoanalysis.”",Edward Abbey
“The glitter in the sky looks as if I could scoop it all up in my hands and let the stars swirl and touch one another but they are so distant so very far apart that they cannot feel the warmth of each other even though they are made of burning.”,Beth Revis
“Most people are,John Muir
“Wildness is the preservation of the World.”,Henry David Thoreau
"“But man is a part of nature, and his war against nature is inevitably a war against himself.”",Rachel Carson
"“A large drop of sun lingered on the horizon and then dripped over and was gone, and the sky was brilliant over the spot where it had gone, and a torn cloud, like a bloody rag, hung over the spot of its going. And dusk crept over the sky from the eastern horizon, and darkness crept over the land from the east.”",John Steinbeck
"“Denna is a wild thing,"" I explained. ""Like a hind or a summer storm. If a storm blows down your house, or breaks a tree, you don't say the storm was mean. It was cruel. It acted according to its nature and something unfortunately was hurt. The same is true of Denna.”",Patrick Rothfuss
“A morning-glory at my window satisfies me more than the metaphysics of books.”,Walt Whitman
"“How sweet the morning air is! See how that one little cloud floats like a pink feather from some gigantic flamingo. Now the red rim of the sun pushes itself over the London cloud-bank. It shines on a good many folk, but on none, I dare bet, who are on a stranger errand than you and I. How small we feel with our petty ambitions and strivings in the presence of the great elemental forces of Nature!”",Arthur Conan Doyle
"“Trees're always a relief, after people.”",David Mitchell
"“Many eyes go through the meadow, but few see the flowers in it”",Ralph Waldo Emerson
"“Landscapes of great wonder and beauty lie under our feet and all around us. They are discovered in tunnels in the ground, the heart of flowers, the hollows of trees, fresh-water ponds, seaweed jungles between tides, and even drops of water. Life in these hidden worlds is more startling in reality than anything we can imagine. How could this earth of ours, which is only a speck in the heavens, have so much variety of life, so many curious and exciting creatures?”",Walt Disney
"“Another glorious day, the air as delicious to the lungs as nectar to the tongue.”",John Muir
"“Science cannot solve the ultimate mystery of nature. And that is because, in the last analysis, we ourselves are a part of the mystery that we are trying to solve.”",Max Planck
"“To sit in the shade on a fine day, and look upon verdure is the most perfect refreshment.”",Jane Austen
"“I am the lover of uncontained and immortal beauty. In the wilderness, I find something more dear and connate than in streets or villages. In the tranquil landscape, and especially in the distant line of the horizon, man beholds somewhat as beautiful as his own nature.”",Ralph Waldo Emerson
"“The land knows you, even when you are lost.”",Robin Wall Kimmerer
"“Nature is not our enemy, to be raped and conquered. Nature is ourselves, to be cherished and explored.”",Terence McKenna
"“I tried to discover, in the rumor of forests and waves, words that other men could not hear, and I pricked up my ears to listen to the revelation of their harmony.”",Gustave Flaubert
"“You desire to LIVE ""according to Nature""? Oh, you noble Stoics, what fraud of words! Imagine to yourselves a being like Nature, boundlessly extravagant, boundlessly indifferent, without purpose or consideration, without pity or justice, at once fruitful and barren and uncertain: imagine to yourselves INDIFFERENCE as a power—how COULD you live in accordance with such indifference? To live—is not that just endeavouring to be otherwise than this Nature? Is not living valuing, preferring, being unjust, being limited, endeavouring to be different? And granted that your imperative, ""living according to Nature,"" means actually the same as ""living according to life""—how could you do DIFFERENTLY? Why should you make a principle out of what you yourselves are, and must be? In reality, however, it is quite otherwise with you: while you pretend to read with rapture the canon of your law in Nature, you want something quite the contrary, you extraordinary stage-players and self-deluders! In your pride you wish to dictate your morals and ideals to Nature, to Nature herself, and to incorporate them therein; you insist that it shall be Nature ""according to the Stoa,"" and would like everything to be made after your own image, as a vast, eternal glorification and generalism of Stoicism! With all your love for truth, you have forced yourselves so long, so persistently, and with such hypnotic rigidity to see Nature FALSELY, that is to say, Stoically, that you are no longer able to see it otherwise—and to crown all, some unfathomable superciliousness gives you the Bedlamite hope that BECAUSE you are able to tyrannize over yourselves—Stoicism is self-tyranny—Nature will also allow herself to be tyrannized over: is not the Stoic a PART of Nature?... But this is an old and everlasting story: what happened in old times with the Stoics still happens today, as soon as ever a philosophy begins to believe in itself. It always creates the world in its own image; it cannot do otherwise; philosophy is this tyrannical impulse itself, the most spiritual Will to Power, the will to ""creation of the world,"" the will to the causa prima.”",Friedrich Nietzsche
“We have no right to express an opinion until we know all of the answers.”,Kurt Cobain
"“How can we distinguish what is biologically determined from what people merely try to justify through biological myths? A good rule of thumb is ‘Biology enables, Culture forbids.’ Biology is willing to tolerate a very wide spectrum of possibilities. It’s culture that obliges people to realize some possibilities while forbidding others. Biology enables women to have children – some cultures oblige women to realize this possibility. Biology enables men to enjoy sex with one another – some cultures forbid them to realize this possibility. Culture tends to argue that it forbids only that which is unnatural. But from a biological perspective, nothing is unnatural. Whatever is possible is by definition also natural. A truly unnatural behavior, one that goes against the laws of nature, simply cannot exist.”",Yuval Noah Harari
“Nature is to zoos as God is to churches.”,Margaret Atwood
"“I never really understood the word ‘loneliness’. As far as I was concerned, I was in an orgy with the sky and the ocean, and with nature.”",Bjork
